Sample_ID,Label,Value_R,Value_C,Magnitude_0,Magnitude_1,Magnitude_2,Magnitude_3,Magnitude_4,Magnitude_5,Magnitude_6,Magnitude_7,Magnitude_8,Magnitude_9,Magnitude_10,Magnitude_11,Magnitude_12,Magnitude_13,Magnitude_14,Phase_0,Phase_1,Phase_2,Phase_3,Phase_4,Phase_5,Phase_6,Phase_7,Phase_8,Phase_9,Phase_10,Phase_11,Phase_12,Phase_13,Phase_14
3858,Capacitor,0.0,10.0,17199.423,12379.351,8557.228,6884.53,5794.11,4975.215,4411.669,3949.724,3513.817,3207.721,2717.478,2514.867,2202.592,1944.885,1769.506,-90.602,-86.193,-89.682,-89.461,-90.13,-90.974,-90.495,-90.906,-90.941,-91.407,-90.426,-90.979,-90.706,-91.524,-92.36
3859,Capacitor,0.0,10.0,18393.962,11936.966,8932.887,7288.159,6082.958,5172.494,4596.284,4061.713,3620.7,3303.718,2808.593,2595.772,2277.821,2037.233,1815.318,-94.224,-96.283,-92.68,-91.782,-91.586,-91.14,-89.668,-89.877,-88.958,-89.223,-88.184,-88.704,-88.28,-87.448,-87.33
3860,Capacitor,0.0,10.0,18188.744,11617.414,8833.368,7241.826,6032.129,5063.164,4450.35,4056.615,3499.53,3340.456,2778.81,2526.982,2148.751,2072.263,1783.157,-96.36,-87.705,-90.32,-91.264,-91.7,-88.778,-86.695,-88.113,-88.17,-87.569,-85.207,-85.881,-85.639,-86.152,-84.863
3861,Capacitor,0.0,10.0,18046.269,11327.219,9091.97,7254.588,5994.79,5141.582,4534.798,4017.311,3607.815,3260.797,2785.73,2576.653,2255.669,2017.56,1801.442,-98.354,-90.416,-91.201,-90.843,-91.983,-91.859,-90.871,-90.99,-90.372,-90.787,-89.681,-89.842,-89.955,-89.838,-89.559
3862,Capacitor,0.0,10.0,17435.582,12597.196,8892.652,6972.139,5892.509,5131.92,4538.25,3981.39,3593.62,3237.63,2783.575,2574.595,2253.565,2015.785,1801.125,-98.152,-93.726,-92.41,-91.406,-91.105,-91.581,-90.864,-90.668,-90.461,-90.603,-89.931,-90.64,-89.848,-89.567,-89.702
3863,Capacitor,0.0,10.0,17216.623,10818.722,8469.83,6873.892,5768.199,4956.392,4427.647,3898.389,3506.154,3188.455,2698.47,2499.4,2178.3,1948.522,1753.961,-91.979,-90.878,-90.676,-91.307,-90.771,-92.158,-91.696,-91.727,-91.777,-92.64,-91.46,-91.309,-91.446,-91.835,-92.693
3864,Capacitor,0.0,10.0,18038.291,11544.87,8748.95,7473.129,6197.932,5244.868,4641.522,4134.992,3717.59,3367.83,2872.28,2638.206,2305.899,2050.27,1855.329,-93.448,-86.976,-90.795,-90.955,-89.888,-91.1,-90.543,-90.431,-90.204,-90.71,-89.361,-89.526,-89.265,-90.245,-89.871
3865,Capacitor,0.0,10.0,18397.753,11126.674,9821.966,7383.553,6156.293,4424.829,4517.297,3944.729,4328.628,3078.206,2785.74,3032.505,2260.53,2427.81,1793.733,-102.113,-92.776,-96.218,-105.774,-88.476,-100.753,-107.9,-106.35,-105.234,-106.791,-102.872,-99.927,-111.201,-118.612,-116.545
3866,Capacitor,0.0,10.0,16607.826,11222.22,8477.86,7110.982,5753.223,4968.49,4396.955,3914.625,3514.189,3179.32,2703.495,2501.392,2184.62,1940.492,1752.492,-92.872,-93.378,-90.541,-91.92,-91.783,-92.36,-91.77,-91.903,-91.762,-92.141,-91.153,-91.736,-91.59,-91.936,-92.849
3867,Capacitor,0.0,10.0,17257.595,11176.202,9078.286,7348.485,6083.386,5234.495,4668.387,4126.875,3712.272,3380.643,2855.542,2640.588,2311.104,2067.946,1851.773,-90.346,-90.61,-90.829,-91.641,-89.401,-91.115,-90.57,-90.163,-90.218,-90.686,-89.328,-89.803,-89.244,-89.649,-89.754
3868,Capacitor,0.0,10.0,18041.95,11334.4,8930.903,7400.353,6104.262,5195.172,4705.309,4123.91,3702.37,3373.412,2872.282,2628.272,2302.561,2047.41,1856.582,-95.426,-90.918,-91.802,-89.943,-89.568,-91.297,-90.674,-90.244,-90.274,-90.349,-89.323,-89.551,-89.277,-89.768,-89.907
3869,Capacitor,0.0,10.0,18190.957,12248.399,8783.481,7251.646,5896.704,5152.277,4515.392,3994.76,3598.53,3266.727,2779.563,2564.724,2269.818,2020.573,1801.306,-96.304,-91.687,-92.481,-90.66,-91.986,-91.566,-90.553,-90.611,-90.494,-90.681,-90.66,-90.188,-89.82,-89.836,-89.805
3870,Capacitor,0.0,10.0,18508.636,13038.589,9531.306,7008.733,6944.2,4596.39,4422.426,4238.869,4131.21,3418.434,2908.551,2865.94,2209.907,2355.406,1885.35,-83.68,-105.816,-105.427,-100.494,-94.964,-94.927,-103.931,-101.918,-102.749,-111.467,-100.516,-98.817,-115.633,-120.223,-120.809
3871,Capacitor,0.0,10.0,17113.583,11637.545,9000.743,7502.897,6045.586,5248.216,4652.773,4128.555,3689.717,3374.919,2853.19,2647.566,2300.333,2046.657,1859.214,-92.334,-92.562,-90.428,-90.797,-89.943,-91.248,-90.405,-90.557,-90.237,-90.666,-89.24,-89.824,-89.488,-89.566,-89.992
3872,Capacitor,0.0,10.0,17866.83,11300.269,9058.927,7032.338,6002.631,5183.193,4567.458,4026.6,3593.25,3269.837,2794.948,2582.443,2262.297,2021.801,1808.581,-96.414,-90.618,-92.85,-91.147,-91.899,-91.313,-90.833,-90.99,-90.544,-90.712,-89.862,-90.22,-89.754,-89.711,-89.217
3873,Capacitor,0.0,10.0,18257.177,11563.389,9000.392,7150.766,5949.388,5169.872,4621.515,4006.329,3677.8,3280.42,2795.919,2626.525,2285.421,2031.2,1819.547,-100.408,-95.201,-92.603,-89.552,-90.839,-91.146,-89.909,-90.331,-89.629,-89.843,-88.509,-89.109,-88.844,-88.85,-88.64
3874,Capacitor,0.0,10.0,17641.576,11383.939,8635.298,7413.92,6098.618,5158.97,4611.601,4100.708,3655.424,3342.565,2823.921,2599.21,2285.216,2038.14,1837.252,-93.882,-88.55,-90.472,-89.726,-89.336,-90.572,-89.897,-90.241,-90.165,-90.578,-89.35,-89.741,-89.682,-90.37,-89.875
3875,Capacitor,0.0,10.0,17872.587,11679.594,8580.895,6872.893,5876.943,4993.798,4421.664,3924.7,3538.75,3242.264,2717.1,2525.563,2212.645,1962.908,1760.485,-93.69,-91.654,-90.497,-90.464,-90.839,-91.374,-89.939,-90.849,-90.894,-91.519,-90.274,-91.67,-90.958,-91.938,-92.246
3876,Capacitor,0.0,10.0,17305.224,11333.989,8667.111,7420.44,6126.322,5186.442,4592.884,4086.129,3670.596,3338.552,2819.336,2626.682,2285.312,2040.401,1832.242,-92.19,-85.45,-90.531,-91.136,-89.785,-90.908,-89.816,-90.175,-90.265,-90.616,-88.998,-89.582,-89.418,-89.902,-90.367
3877,Capacitor,0.0,10.0,16938.984,12204.839,8895.673,6977.222,5856.277,5069.36,4573.531,3936.322,3569.653,3227.515,2797.549,2537.526,2249.675,1995.47,1799.301,-95.837,-89.22,-90.914,-89.752,-90.743,-91.445,-89.894,-89.917,-89.608,-89.28,-88.766,-88.884,-88.56,-87.622,-87.388
3878,Capacitor,0.0,10.0,19323.837,12830.5,8883.194,7365.99,6193.925,5211.98,4655.709,4128.464,3701.627,3369.897,2852.799,2652.467,2302.418,2061.274,1857.475,-93.247,-90.25,-89.608,-91.554,-89.605,-90.913,-90.211,-90.234,-90.285,-90.522,-89.22,-89.775,-88.958,-89.832,-89.912
3879,Capacitor,0.0,10.0,18335.787,12554.967,8692.378,7118.55,5994.603,5139.401,4566.121,4060.556,3641.54,3294.783,2787.697,2587.501,2247.3,2007.736,1814.36,-94.852,-87.161,-91.44,-91.62,-89.474,-91.137,-90.64,-90.448,-90.445,-91.121,-89.868,-90.265,-90.206,-90.635,-90.742
3880,Capacitor,0.0,10.0,18071.714,12637.341,8815.845,7502.498,6102.22,5234.767,4644.62,4124.579,3719.64,3358.717,2854.39,2645.593,2312.262,2049.434,1853.297,-91.766,-87.778,-89.902,-89.649,-89.894,-91.574,-89.976,-90.27,-90.37,-90.571,-89.67,-89.567,-89.34,-89.658,-90.28
3881,Capacitor,0.0,10.0,18715.8,12595.147,8697.135,7340.271,6028.567,5193.184,4599.407,4105.119,3669.115,3327.189,2836.177,2623.937,2278.239,2035.281,1838.394,-89.378,-84.97,-89.98,-89.165,-90.68,-91.193,-89.983,-90.295,-90.641,-90.757,-89.634,-90.33,-89.344,-89.682,-89.813
3882,Capacitor,0.0,10.0,18585.919,12430.425,8926.909,7391.657,6013.148,5169.989,4593.292,4030.942,3622.16,3309.552,2825.726,2607.261,2290.747,2025.467,1826.108,-97.562,-94.335,-90.918,-91.71,-90.634,-91.299,-90.162,-90.747,-90.14,-90.586,-89.26,-89.99,-89.5,-89.265,-88.97
3883,Capacitor,0.0,10.0,17821.414,11362.454,9071.8,6988.491,5947.312,5132.72,4552.855,3982.715,3567.68,3248.958,2759.652,2573.387,2258.979,2008.272,1801.891,-93.474,-90.312,-92.72,-91.278,-91.416,-91.268,-90.851,-90.958,-90.363,-90.333,-89.918,-90.182,-89.682,-89.882,-89.286
3884,Capacitor,0.0,10.0,16792.88,10855.385,8340.132,7054.217,5888.2,4977.14,4412.74,3936.883,3510.546,3182.414,2713.784,2513.495,2183.122,1945.8,1754.199,-96.34,-87.763,-91.452,-92.717,-91.26,-92.9,-91.35,-91.81,-91.603,-92.42,-91.212,-91.291,-91.238,-91.93,-92.383
3885,Capacitor,0.0,10.0,18871.88,12911.87,8945.306,7401.568,6141.604,5201.898,4683.21,4119.279,3714.705,3370.326,2858.372,2645.238,2304.773,2046.325,1865.907,-92.8,-90.892,-89.933,-91.69,-89.496,-91.254,-90.49,-90.641,-90.242,-90.878,-89.19,-89.689,-89.252,-89.857,-89.997
3886,Capacitor,0.0,10.0,17748.21,12637.183,8810.102,7327.808,6060.964,5118.396,4594.56,4070.549,3636.318,3299.478,2802.755,2592.195,2249.765,2010.66,1820.461,-90.62,-90.286,-92.117,-90.341,-89.654,-91.626,-90.881,-90.777,-90.671,-91.177,-89.942,-90.293,-89.928,-90.442,-91.36
3887,Capacitor,0.0,10.0,17199.177,11309.594,8891.2,7162.39,5952.641,5159.542,4508.174,3975.305,3573.584,3243.872,2755.81,2559.729,2240.748,2014.8,1793.816,-98.798,-90.1,-91.83,-92.568,-91.719,-91.688,-90.347,-90.861,-90.4,-90.354,-89.709,-90.256,-89.806,-90.134,-89.526
3888,Capacitor,0.0,10.0,17902.21,11581.715,8859.182,7491.245,6194.54,5226.872,4658.274,4121.253,3712.898,3367.268,2860.382,2649.916,2302.675,2041.722,1866.347,-92.72,-86.664,-90.458,-91.202,-90.76,-90.79,-90.135,-90.61,-90.135,-90.738,-89.303,-89.493,-89.119,-89.332,-89.984
3889,Capacitor,0.0,10.0,18409.205,11543.119,8971.38,7149.224,5920.235,5228.315,4605.38,3902.531,3751.174,3268.169,2701.803,2663.626,2235.275,2092.735,1810.972,-95.725,-93.527,-91.312,-87.988,-87.821,-89.747,-87.127,-88.445,-86.489,-86.444,-84.301,-86.313,-84.568,-83.803,-82.485
3890,Capacitor,0.0,10.0,18146.208,11648.677,8441.297,6974.347,5838.73,4974.238,4435.453,3933.152,3504.582,3216.104,2719.626,2545.79,2198.755,1954.991,1768.864,-88.602,-92.886,-91.356,-91.139,-90.453,-91.16,-90.209,-90.385,-90.856,-90.837,-89.982,-90.977,-90.732,-91.702,-91.857
3891,Capacitor,0.0,10.0,17549.783,12146.757,9099.648,6990.803,5834.616,5083.91,4510.246,3973.91,3586.682,3250.279,2790.1,2571.836,2255.713,2011.491,1791.29,-94.385,-91.88,-91.965,-91.109,-91.227,-91.265,-90.872,-90.893,-90.403,-90.761,-90.66,-90.407,-89.998,-89.605,-89.613
3892,Capacitor,0.0,10.0,18153.242,12377.464,8701.0,7292.9,5871.606,5066.541,4513.883,3959.102,3547.52,3239.88,2731.156,2543.649,2226.988,1982.457,1785.247,-95.785,-91.395,-91.658,-91.56,-91.433,-91.94,-90.399,-91.365,-90.99,-90.876,-90.359,-90.291,-90.571,-90.206,-90.537
3893,Capacitor,0.0,10.0,16729.568,10864.29,8618.935,6991.582,5726.172,4946.38,4413.156,3901.121,3523.183,3189.88,2706.299,2497.426,2174.463,1945.364,1757.708,-92.533,-91.215,-92.106,-92.884,-90.373,-92.342,-91.716,-91.964,-91.47,-92.395,-91.622,-91.541,-91.3,-92.393,-92.535
3894,Capacitor,0.0,10.0,18689.664,11060.612,8468.499,6881.415,5839.621,4991.828,4444.687,3913.702,3524.758,3198.489,2734.926,2514.898,2189.2,1961.48,1769.718,-90.482,-89.562,-89.629,-90.463,-90.91,-91.117,-89.94,-91.254,-90.729,-91.842,-90.321,-90.739,-91.16,-91.279,-92.37
3895,Capacitor,0.0,10.0,17488.591,12161.438,9069.58,6993.838,5838.31,5112.945,4542.844,3982.985,3575.1,3244.69,2748.738,2548.39,2256.759,2011.615,1792.595,-95.843,-92.2,-91.354,-90.545,-91.446,-91.88,-91.8,-90.737,-90.222,-90.602,-89.94,-90.22,-90.153,-89.766,-89.659
3896,Capacitor,0.0,10.0,17593.906,11430.69,8759.681,7154.355,5863.103,5082.626,4530.186,3970.618,3571.109,3225.86,2756.907,2514.6,2239.914,1988.44,1784.33,-96.332,-96.388,-91.927,-90.434,-92.449,-91.589,-90.731,-91.182,-90.888,-90.85,-89.997,-90.297,-90.26,-90.73,-90.653
3897,Capacitor,0.0,10.0,12549.689,10196.64,8138.96,8347.137,6276.7,4749.971,4190.922,4248.98,3930.651,3703.888,2486.18,2714.8,2075.645,2200.498,2098.893,-103.43,-77.83,-88.12,-90.353,-110.705,-91.991,-102.434,-105.182,-102.845,-117.354,-102.154,-114.749,-113.511,-120.521,-125.575
3898,Capacitor,0.0,10.0,18334.718,11546.309,8967.179,7210.486,6108.7,5283.136,4527.279,4026.253,3388.852,3481.255,2864.399,2566.51,2219.164,2073.321,1796.389,-97.153,-88.14,-89.192,-88.155,-90.815,-89.174,-86.663,-85.833,-87.53,-86.19,-83.524,-83.697,-82.936,-81.839,-80.499
3899,Capacitor,0.0,10.0,18025.414,11548.585,8715.124,7105.995,5897.545,5091.199,4577.12,4015.663,3618.398,3235.239,2728.533,2563.948,2226.171,1983.55,1824.237,-97.113,-88.314,-92.233,-89.68,-90.634,-89.4,-89.441,-88.73,-89.44,-88.926,-86.723,-86.865,-88.122,-86.65,-87.251
3900,Capacitor,0.0,10.0,17414.81,11409.969,8882.871,7294.805,6030.507,5176.167,4541.183,3997.998,3601.33,3258.252,2799.251,2588.384,2251.9,2006.38,1805.915,-96.464,-91.831,-91.819,-92.437,-91.732,-91.219,-90.717,-90.998,-90.587,-90.717,-89.819,-90.259,-90.25,-89.53,-89.553
3901,Capacitor,0.0,22.0,8310.615,5523.168,4233.311,3445.315,2853.35,2460.741,2158.751,1909.515,1714.591,1558.847,1332.152,1236.525,1086.469,966.622,867.125,-92.756,-89.282,-89.925,-90.495,-90.22,-89.81,-89.471,-89.687,-89.421,-89.639,-88.959,-89.214,-89.337,-88.971,-89.61
3902,Capacitor,0.0,22.0,8521.866,5630.314,4256.619,3429.57,2821.428,2431.71,2147.836,1904.938,1708.911,1549.661,1322.759,1230.514,1072.456,964.127,865.993,-92.476,-88.812,-90.42,-90.105,-90.301,-90.305,-89.517,-89.724,-89.887,-90.92,-89.412,-89.529,-89.831,-89.647,-89.554
3903,Capacitor,0.0,22.0,8791.887,5545.694,4617.482,3263.714,2794.329,2577.366,2416.922,1806.149,1861.339,1630.489,1346.538,1299.138,1023.943,989.812,969.793,-85.954,-92.463,-94.399,-89.935,-96.32,-97.226,-100.406,-98.103,-97.764,-96.137,-110.286,-114.535,-105.717,-110.501,-114.954
3904,Capacitor,0.0,22.0,8588.238,5817.498,4203.274,3435.342,2861.16,2410.42,2043.386,2065.233,1725.752,1532.203,1384.924,1222.581,1099.306,973.21,839.206,-92.793,-88.878,-88.919,-89.36,-88.836,-88.244,-83.874,-85.625,-86.527,-85.379,-81.3,-81.98,-82.653,-82.313,-80.628
3905,Capacitor,0.0,22.0,8388.311,5714.924,4242.482,3415.272,2862.101,2446.578,2194.158,1934.127,1733.455,1581.973,1337.215,1243.981,1082.472,968.651,873.206,-90.536,-87.163,-90.338,-90.344,-90.331,-91.35,-89.8,-90.234,-90.38,-90.68,-89.495,-89.946,-90.86,-90.807,-90.851
3906,Capacitor,0.0,22.0,8689.882,5816.135,4310.87,3437.542,2910.24,2488.149,2219.438,1953.696,1757.967,1600.961,1359.821,1255.841,1094.597,975.441,889.556,-91.91,-90.985,-90.186,-90.244,-89.864,-90.71,-89.522,-89.814,-89.879,-90.29,-89.23,-89.671,-89.292,-89.831,-90.18
3907,Capacitor,0.0,22.0,8505.916,5530.812,4302.204,3441.22,2827.562,2460.205,2173.912,1919.992,1723.405,1567.192,1339.514,1248.377,1087.625,970.49,872.5,-91.893,-92.147,-89.633,-90.6,-90.55,-90.77,-89.369,-89.277,-88.998,-89.67,-88.762,-89.56,-88.538,-89.101,-88.984
3908,Capacitor,0.0,22.0,8338.155,5771.383,4281.23,3411.974,2840.354,2436.849,2162.474,1906.853,1714.748,1559.664,1327.196,1234.996,1085.516,965.539,863.6,-90.819,-91.89,-90.274,-89.443,-89.645,-90.129,-89.383,-89.661,-89.403,-89.641,-89.18,-89.117,-89.357,-88.843,-89.67
3909,Capacitor,0.0,22.0,8402.32,5441.521,4153.569,3307.674,2804.784,2395.318,2131.171,1876.998,1681.429,1533.558,1298.766,1206.95,1064.22,951.219,846.212,-93.417,-89.66,-91.21,-90.372,-90.901,-90.871,-90.273,-90.864,-90.672,-90.981,-90.627,-90.912,-90.936,-90.808,-91.311
3910,Capacitor,0.0,22.0,8549.939,5728.709,4243.19,3472.54,2877.674,2477.841,2208.71,1951.934,1750.1,1591.156,1352.637,1255.568,1091.291,972.36,881.196,-89.958,-87.424,-90.563,-89.427,-89.963,-90.729,-89.954,-89.875,-89.99,-90.317,-89.323,-89.895,-89.499,-90.217,-89.835
3911,Capacitor,0.0,22.0,8478.916,5772.873,4272.48,3420.16,2829.726,2443.74,2159.268,1909.38,1714.895,1556.658,1329.96,1236.78,1081.27,965.861,863.812,-91.893,-90.485,-90.298,-89.242,-89.642,-89.91,-89.251,-89.744,-89.523,-89.627,-89.183,-89.297,-89.391,-89.309,-88.74
3912,Capacitor,0.0,22.0,8478.31,5656.199,4139.71,3382.971,2765.651,2401.167,2121.983,1880.91,1684.974,1531.421,1299.79,1212.704,1059.718,943.393,844.133,-92.752,-89.911,-90.704,-90.274,-91.65,-91.119,-90.152,-90.665,-90.594,-91.38,-90.498,-90.635,-90.802,-91.75,-91.465
3913,Capacitor,0.0,22.0,8517.511,5890.954,4244.615,3432.812,2902.791,2469.501,2203.455,1945.913,1751.273,1588.928,1349.595,1253.376,1088.934,973.943,878.927,-90.683,-90.234,-90.459,-89.749,-89.441,-91.1,-89.869,-89.942,-89.981,-90.269,-89.262,-89.791,-89.776,-89.99,-90.155
3914,Capacitor,0.0,22.0,8665.554,5785.294,4294.363,3390.85,2867.225,2460.399,2172.311,1920.3,1725.665,1572.133,1334.289,1237.178,1092.756,970.98,872.193,-92.302,-92.191,-89.878,-90.149,-90.31,-89.817,-89.313,-89.21,-89.248,-89.455,-88.813,-88.965,-88.905,-88.729,-89.51
3915,Capacitor,0.0,22.0,8413.386,5808.601,4243.31,3376.524,2823.751,2454.444,2163.437,1911.89,1710.232,1555.526,1325.505,1236.793,1074.964,963.58,860.699,-93.775,-90.199,-90.374,-90.55,-89.587,-90.108,-89.452,-89.611,-89.249,-89.993,-88.964,-89.177,-89.89,-89.28,-88.85
3916,Capacitor,0.0,22.0,8986.423,5750.571,3737.937,3750.201,3220.734,2538.11,1926.178,1943.79,1557.383,1688.285,1452.646,1271.892,1177.746,1213.291,823.688,-78.581,-77.922,-101.189,-104.447,-112.138,-117.52,-95.567,-113.382,-105.381,-104.323,-112.49,-115.837,-112.977,-123.805,-120.623
3917,Capacitor,0.0,22.0,9046.319,5811.824,3765.323,3719.299,3211.657,2554.936,1930.762,1958.16,1562.267,1700.699,1461.183,1274.459,1183.948,1223.955,817.893,-80.858,-78.726,-100.515,-103.815,-111.439,-117.63,-96.2,-113.102,-105.783,-104.581,-112.112,-116.306,-112.592,-124.61,-120.38
3918,Capacitor,0.0,22.0,8220.1,5900.908,4138.505,3445.29,2879.807,2449.759,2191.395,1887.358,1686.687,1562.268,1304.278,1227.12,1092.579,958.589,866.591,-93.843,-92.241,-90.435,-89.7,-89.375,-89.19,-89.9,-90.259,-89.349,-90.582,-88.961,-88.242,-88.68,-88.42,-88.41
3919,Capacitor,0.0,22.0,8605.803,5400.511,4159.696,3389.355,2835.688,2417.243,2169.149,1909.906,1712.858,1559.104,1324.812,1225.937,1068.49,955.64,860.248,-92.202,-89.41,-91.31,-90.82,-90.312,-91.781,-91.15,-91.98,-91.56,-91.718,-91.6,-91.543,-91.202,-91.894,-92.461
3920,Capacitor,0.0,22.0,8544.147,5650.72,4203.276,3419.23,2836.386,2413.972,2154.12,1905.74,1716.545,1562.739,1323.71,1222.322,1072.175,955.807,863.786,-90.42,-87.106,-90.737,-90.87,-90.267,-91.69,-89.917,-90.56,-90.787,-91.287,-89.985,-91.78,-90.816,-91.597,-92.198
3921,Capacitor,0.0,22.0,8414.804,5492.711,4258.413,3431.328,2829.691,2445.934,2170.856,1912.738,1716.273,1561.819,1346.257,1243.233,1082.317,970.709,867.657,-92.938,-91.577,-90.425,-89.222,-90.78,-90.71,-89.366,-89.811,-89.307,-89.764,-89.129,-89.167,-88.999,-89.7,-88.785
3922,Capacitor,0.0,22.0,8488.986,5551.343,4274.828,3369.85,2818.336,2436.576,2144.278,1900.13,1710.721,1554.987,1320.604,1230.744,1077.208,961.405,865.738,-93.241,-92.219,-91.224,-89.481,-90.336,-90.387,-89.516,-89.995,-89.753,-90.72,-89.268,-89.689,-89.457,-89.619,-89.917
3923,Capacitor,0.0,22.0,8493.24,5822.577,4251.33,3401.794,2864.444,2460.169,2179.53,1922.773,1724.581,1572.36,1334.142,1243.781,1084.516,975.858,872.541,-92.517,-91.656,-90.211,-89.289,-89.861,-90.96,-88.906,-89.244,-89.143,-89.318,-88.557,-88.572,-88.697,-88.584,-88.344
3924,Capacitor,0.0,22.0,8510.328,5904.165,4273.18,3447.28,2868.17,2474.553,2218.679,1947.45,1748.23,1590.312,1354.569,1260.37,1092.611,977.971,881.831,-91.16,-88.707,-90.836,-90.649,-89.565,-90.626,-89.742,-89.899,-89.844,-90.379,-89.19,-89.842,-89.577,-90.2,-90.302
3925,Capacitor,0.0,22.0,8701.17,5728.954,4244.886,3436.429,2847.17,2470.172,2160.29,1917.945,1724.708,1567.358,1338.143,1245.799,1090.944,969.101,874.706,-90.503,-88.926,-89.987,-89.237,-90.314,-89.909,-89.15,-89.313,-89.242,-89.683,-88.655,-89.141,-88.95,-88.928,-88.704
3926,Capacitor,0.0,22.0,10659.209,7403.754,3741.188,3106.707,2841.114,2953.419,1976.378,2212.562,1478.591,1695.411,1659.25,1086.49,1137.537,1028.93,939.254,-83.585,-84.935,-89.403,-99.366,-100.17,-105.918,-105.308,-111.229,-113.482,-114.128,-121.463,-117.837,-122.7,-123.9,-124.556
3927,Capacitor,0.0,22.0,9819.595,7037.725,3848.57,3208.934,2901.931,2896.953,1995.553,2155.98,1507.961,1731.711,1683.726,1085.496,1162.421,1008.489,959.575,-86.791,-87.97,-90.869,-99.402,-101.29,-107.483,-104.76,-110.628,-113.22,-113.375,-120.144,-118.993,-123.204,-123.762,-125.151
3928,Capacitor,0.0,22.0,8440.871,5540.66,4339.435,3436.142,2912.778,2482.862,2239.12,1958.171,1775.968,1606.139,1341.93,1263.109,1082.88,967.381,895.82,-89.481,-88.55,-90.725,-89.598,-89.139,-90.451,-89.801,-89.361,-89.933,-89.673,-88.853,-89.48,-89.574,-89.564,-90.2
3929,Capacitor,0.0,22.0,8489.611,5765.607,4248.56,3453.317,2886.724,2457.58,2208.184,1939.918,1745.296,1589.386,1347.106,1252.243,1087.857,971.476,879.517,-90.46,-91.14,-90.165,-89.166,-89.844,-90.611,-89.468,-89.713,-89.89,-90.238,-89.105,-89.765,-89.41,-89.838,-90.256
3930,Capacitor,0.0,22.0,8555.113,5497.526,4284.76,3403.365,2861.782,2464.831,2187.364,1925.777,1729.396,1568.261,1337.146,1245.863,1094.211,973.34,870.109,-92.143,-89.954,-89.352,-89.252,-89.352,-89.887,-89.13,-88.994,-89.184,-89.272,-88.64,-88.924,-88.586,-88.542,-88.617
3931,Capacitor,0.0,22.0,8597.339,5517.415,4279.58,3406.751,2830.777,2448.683,2174.68,1909.699,1722.254,1560.827,1338.486,1238.474,1083.301,971.764,868.894,-93.554,-91.827,-90.584,-89.298,-89.959,-90.63,-89.368,-89.561,-89.453,-89.387,-88.933,-89.188,-89.148,-89.238,-89.278
3932,Capacitor,0.0,22.0,8300.861,5443.603,4205.52,3362.496,2840.325,2412.529,2170.636,1909.539,1710.873,1557.742,1330.305,1230.765,1072.86,951.144,861.885,-90.128,-88.792,-92.2,-90.791,-90.55,-91.763,-90.762,-91.132,-91.39,-91.753,-90.802,-91.397,-91.363,-92.262,-92.464
3933,Capacitor,0.0,22.0,8548.944,5600.3,4270.291,3439.289,2912.868,2476.193,2220.3,1959.291,1756.126,1597.417,1357.528,1258.6,1092.42,981.497,882.672,-89.641,-88.306,-90.81,-90.227,-89.571,-90.682,-89.647,-89.796,-90.51,-89.978,-88.986,-89.455,-89.38,-89.882,-89.929
3934,Capacitor,0.0,22.0,8684.348,5527.247,4203.285,3428.415,2880.761,2465.187,2208.62,1941.462,1741.776,1585.7,1346.228,1249.273,1088.183,972.558,882.648,-90.451,-89.298,-90.94,-89.575,-89.336,-90.609,-89.385,-89.795,-90.54,-90.275,-89.149,-89.418,-89.494,-89.938,-90.164
3935,Capacitor,0.0,22.0,6282.1,4840.238,3995.413,4001.338,2957.723,2260.264,2084.256,2097.72,1871.589,1897.17,1172.577,1343.587,1008.307,1074.773,1096.218,-103.314,-84.98,-91.941,-91.87,-113.858,-92.722,-105.92,-104.788,-106.259,-125.618,-107.706,-121.282,-122.159,-128.304,-138.609
3936,Capacitor,0.0,22.0,6327.357,5126.342,4203.543,4226.172,2826.836,2351.195,1975.317,1980.778,1921.416,1793.194,1218.504,1244.668,1039.852,1034.715,1152.113,-100.169,-84.907,-90.742,-92.976,-115.445,-90.204,-104.282,-103.138,-109.545,-127.459,-104.236,-121.27,-117.981,-123.779,-134.432
3937,Capacitor,0.0,22.0,8817.814,5837.594,4270.748,3456.54,2909.164,2467.109,2198.669,1935.745,1746.833,1594.102,1348.764,1244.751,1092.266,975.878,875.25,-97.691,-100.586,-103.582,-107.16,-109.664,-113.945,-116.238,-119.693,-123.351,-127.35,-132.433,-136.451,-142.827,-149.8,-156.966
3938,Capacitor,0.0,22.0,8718.348,5822.438,4204.253,3414.73,2861.26,2481.725,2184.985,1967.943,1711.211,1560.221,1317.802,1274.851,1109.985,968.695,901.483,-96.937,-99.624,-103.742,-107.833,-109.364,-112.961,-117.246,-120.298,-123.391,-126.896,-132.271,-136.206,-141.666,-151.359,-157.3
3939,Capacitor,0.0,22.0,8296.904,5573.828,4151.219,3409.225,2818.783,2401.826,2169.983,1904.134,1712.652,1551.266,1328.504,1227.319,1068.47,954.894,856.472,-91.727,-91.39,-90.942,-89.808,-90.636,-91.82,-90.818,-91.117,-91.266,-91.707,-90.841,-91.378,-91.615,-92.148,-92.693
