Sample_ID,Label,Value_R,Value_C,Magnitude_0,Magnitude_1,Magnitude_2,Magnitude_3,Magnitude_4,Magnitude_5,Magnitude_6,Magnitude_7,Magnitude_8,Magnitude_9,Magnitude_10,Magnitude_11,Magnitude_12,Magnitude_13,Magnitude_14,Phase_0,Phase_1,Phase_2,Phase_3,Phase_4,Phase_5,Phase_6,Phase_7,Phase_8,Phase_9,Phase_10,Phase_11,Phase_12,Phase_13,Phase_14
1195,Parallel_RC,2400.0,47.0,2132.219,1776.787,1558.85,1335.76,1162.857,1017.455,928.617,831.589,751.207,684.114,587.642,546.756,481.568,428.193,387.484,-33.368,-44.135,-52.223,-58.215,-62.733,-66.436,-68.588,-70.802,-72.423,-74.597,-76.256,-77.93,-78.302,-80.25,-80.913
1196,Parallel_RC,2400.0,47.0,2077.721,1791.9,1515.25,1293.824,1136.548,1006.41,901.103,811.27,736.163,665.714,577.812,542.478,485.116,430.139,382.51,-32.515,-43.21,-50.431,-56.632,-61.351,-64.47,-66.711,-69.112,-70.921,-72.5,-74.307,-74.922,-76.69,-76.727,-77.729
1197,Parallel_RC,2400.0,47.0,2139.2,1820.771,1561.736,1340.616,1155.26,1023.42,936.281,835.768,756.41,687.647,593.533,552.53,485.854,434.69,390.78,-33.263,-44.708,-52.67,-58.349,-62.598,-66.331,-68.556,-70.579,-72.357,-74.86,-75.882,-76.888,-77.801,-79.77,-80.296
1198,Parallel_RC,2400.0,47.0,2114.87,1808.557,1527.39,1309.821,1138.738,1001.99,906.248,813.88,737.682,671.139,580.788,545.513,483.574,433.913,380.924,-32.756,-43.627,-50.109,-57.29,-61.323,-64.139,-66.975,-69.341,-70.805,-72.621,-74.423,-75.95,-76.325,-76.966,-78.74
1199,Parallel_RC,2400.0,47.0,2122.78,1820.706,1559.919,1329.145,1150.508,1016.629,922.417,827.576,751.577,678.329,589.628,547.34,481.693,428.71,384.967,-33.885,-44.692,-52.889,-58.458,-62.883,-66.246,-68.973,-71.9,-73.24,-74.643,-76.594,-77.552,-79.51,-80.81,-80.862
1200,Parallel_RC,2400.0,47.0,2093.618,1760.69,1519.686,1300.701,1129.93,997.191,901.76,807.705,729.205,660.442,573.964,536.829,480.917,425.89,377.26,-33.24,-43.601,-51.9,-57.68,-62.762,-65.12,-67.792,-70.424,-72.69,-73.719,-75.923,-76.748,-78.69,-78.874,-80.213
1201,Parallel_RC,2400.0,68.0,1753.69,1373.163,1116.796,934.368,796.913,687.7,611.991,547.176,493.697,444.96,384.824,356.915,319.34,279.809,249.12,-44.349,-54.542,-61.11,-66.884,-69.979,-71.497,-73.503,-75.185,-76.406,-77.672,-78.551,-78.84,-79.145,-79.799,-79.844
1202,Parallel_RC,2400.0,68.0,1777.95,1401.645,1145.96,953.926,802.971,698.507,633.52,560.676,504.52,456.711,393.313,364.378,322.397,282.493,257.361,-45.278,-56.975,-63.59,-67.99,-71.42,-74.22,-75.899,-77.297,-78.2,-79.699,-81.217,-81.538,-81.957,-83.586,-83.499
1203,Parallel_RC,2400.0,68.0,1765.232,1386.783,1124.58,929.607,798.61,690.347,613.959,546.573,495.703,446.379,383.323,358.857,320.107,282.134,247.704,-44.144,-54.322,-61.42,-65.871,-70.298,-71.543,-73.987,-75.618,-76.29,-77.479,-78.709,-78.845,-78.966,-79.267,-79.491
1204,Parallel_RC,2400.0,68.0,1757.555,1375.432,1127.791,930.648,793.489,684.808,617.74,555.286,496.884,443.69,384.636,357.423,317.364,274.24,255.916,-43.711,-53.499,-60.625,-64.571,-68.241,-68.755,-72.38,-72.221,-74.137,-75.455,-75.382,-74.99,-75.658,-74.159,-75.641
1205,Parallel_RC,2400.0,68.0,1759.469,1395.6,1118.103,929.191,791.781,690.95,610.563,550.49,498.54,447.722,384.508,359.3,321.111,283.677,252.377,-44.95,-54.127,-61.109,-65.571,-70.107,-71.339,-73.797,-75.27,-76.284,-77.4,-78.57,-79.98,-78.992,-79.544,-80.105
1206,Parallel_RC,2400.0,68.0,1747.348,1372.762,1124.45,929.653,792.129,686.814,614.125,545.365,492.639,446.29,381.35,357.988,317.783,280.376,245.586,-44.385,-55.173,-61.403,-66.12,-70.43,-71.704,-74.6,-75.861,-76.372,-77.568,-78.846,-79.52,-79.229,-79.691,-80.35
1207,Parallel_RC,2400.0,68.0,1774.112,1460.781,1126.44,976.447,881.998,797.117,550.335,596.271,439.88,479.899,444.284,345.24,341.728,325.453,263.439,-48.504,-58.534,-64.523,-73.38,-81.95,-91.893,-82.696,-96.137,-93.761,-94.84,-101.636,-104.804,-103.354,-113.387,-105.724
1208,Parallel_RC,2400.0,68.0,1765.184,1398.38,1126.362,923.223,795.959,693.923,616.313,550.119,495.78,446.989,384.261,360.218,320.293,281.784,249.168,-44.638,-55.531,-61.184,-66.503,-70.491,-71.762,-73.886,-75.507,-76.422,-77.353,-78.192,-78.738,-79.323,-79.131,-79.384
1209,Parallel_RC,2400.0,68.0,1734.49,1408.398,1121.904,931.134,791.7,707.519,614.139,541.687,486.46,447.621,385.308,353.756,322.772,272.306,259.9,-43.417,-53.251,-59.643,-63.975,-68.876,-70.82,-71.698,-73.467,-75.705,-73.786,-78.814,-78.352,-74.544,-73.755,-75.542
1210,Parallel_RC,2400.0,68.0,1761.895,1374.99,1127.174,933.19,799.59,687.863,612.787,550.578,498.209,449.461,384.594,358.844,321.96,280.77,251.818,-44.319,-54.358,-61.386,-66.285,-70.361,-71.971,-74.201,-75.948,-76.838,-78.38,-79.449,-79.387,-80.294,-80.259,-81.492
1211,Parallel_RC,2400.0,68.0,1775.905,1404.576,1138.564,931.652,798.447,680.706,624.977,533.149,511.587,446.58,361.858,380.283,311.121,286.787,248.845,-44.227,-55.497,-60.88,-65.129,-67.717,-69.452,-71.901,-73.185,-72.329,-72.86,-73.902,-75.501,-73.878,-74.87,-75.762
1212,Parallel_RC,2400.0,68.0,1735.385,1414.54,1113.954,890.715,794.759,692.561,627.241,522.995,511.804,433.819,395.487,348.525,336.328,277.631,251.134,-41.534,-51.963,-58.22,-62.239,-65.949,-69.528,-71.261,-72.546,-72.427,-70.51,-73.646,-71.416,-70.44,-68.82,-67.836
1213,Parallel_RC,2400.0,68.0,1771.806,1400.565,1131.825,925.16,799.575,690.761,616.98,550.2,496.178,444.976,386.1,359.75,320.203,281.515,250.368,-44.284,-55.749,-61.194,-66.957,-70.106,-71.734,-74.31,-75.586,-76.337,-77.362,-78.467,-78.626,-78.606,-79.359,-79.991
1214,Parallel_RC,2400.0,68.0,1761.694,1401.93,1117.438,927.617,782.433,687.214,620.398,543.704,506.106,449.277,377.712,364.118,319.3,277.94,256.162,-43.868,-53.831,-61.367,-65.223,-69.23,-70.334,-73.997,-73.897,-75.536,-76.549,-77.862,-77.974,-78.715,-77.621,-79.428
1215,Parallel_RC,2400.0,68.0,1756.243,1368.69,1123.747,933.821,784.689,682.829,615.163,552.209,501.707,444.169,382.141,356.351,321.471,272.952,260.252,-43.396,-53.335,-61.121,-64.361,-68.381,-68.499,-71.687,-71.754,-73.755,-75.227,-75.171,-74.78,-75.886,-74.41,-76.603
1216,Parallel_RC,2400.0,68.0,1779.391,1407.368,1154.402,951.712,801.59,701.884,635.16,562.195,506.138,457.674,394.32,363.247,321.321,284.878,256.957,-45.88,-56.788,-62.887,-67.963,-71.618,-74.36,-75.777,-77.346,-78.339,-79.639,-80.789,-81.401,-82.53,-83.317,-82.994
1217,Parallel_RC,2400.0,68.0,1761.398,1388.491,1127.708,923.806,793.969,693.895,615.264,551.383,497.501,451.57,386.748,359.394,320.972,283.414,254.225,-44.211,-55.372,-61.404,-66.218,-70.154,-71.716,-73.635,-75.285,-76.151,-77.433,-78.709,-79.21,-79.319,-79.31,-80.152
1218,Parallel_RC,2400.0,68.0,1782.178,1388.653,1143.797,952.368,803.268,695.374,628.825,559.22,502.905,456.38,393.888,360.933,317.219,281.155,254.545,-45.461,-56.318,-63.506,-68.478,-71.453,-74.144,-76.51,-77.946,-78.747,-79.99,-81.634,-82.234,-82.581,-83.722,-84.485
1219,Parallel_RC,2400.0,68.0,1892.637,1235.651,1131.879,1017.855,761.345,758.151,599.931,627.81,454.225,443.965,424.859,325.705,341.778,281.559,313.843,-56.701,-64.161,-74.643,-82.923,-80.606,-81.159,-76.227,-77.423,-98.492,-99.384,-89.621,-97.841,-99.5,-103.787,-108.661
1220,Parallel_RC,2400.0,68.0,1758.814,1378.635,1115.328,932.425,792.37,686.672,614.139,547.9,498.771,447.507,385.66,361.3,319.64,283.35,250.217,-44.293,-55.926,-61.531,-67.371,-70.598,-72.191,-74.318,-75.823,-76.716,-77.922,-79.46,-79.432,-79.885,-80.9,-81.23
1221,Parallel_RC,2400.0,68.0,1791.136,1386.733,1142.97,949.822,802.585,695.244,627.985,558.225,500.393,453.781,390.959,359.438,316.364,282.271,255.313,-45.601,-56.468,-63.447,-68.178,-71.558,-74.15,-76.103,-77.551,-78.506,-80.16,-81.483,-82.172,-82.533,-83.893,-84.182
1222,Parallel_RC,2400.0,68.0,1796.745,1399.302,1147.954,950.495,801.407,698.305,635.359,561.591,505.948,456.122,394.55,362.819,320.109,285.785,257.212,-45.61,-56.694,-63.448,-67.685,-71.386,-74.307,-75.526,-77.436,-78.242,-79.626,-80.902,-81.341,-81.997,-82.992,-83.52
1223,Parallel_RC,2400.0,68.0,1753.9,1367.876,1129.986,922.935,797.726,687.76,615.904,549.55,494.493,444.98,384.863,359.409,319.634,281.748,249.983,-43.899,-54.749,-61.402,-66.985,-69.7,-71.916,-73.579,-75.348,-76.385,-77.718,-78.614,-78.766,-79.402,-79.97,-79.639
1224,Parallel_RC,2400.0,68.0,1921.159,1334.218,1208.522,979.349,833.555,615.842,618.42,565.964,565.993,433.39,409.783,412.665,306.704,340.452,244.593,-50.939,-59.626,-68.883,-81.379,-73.676,-83.36,-91.3,-92.957,-92.8,-98.406,-96.146,-93.248,-102.855,-112.946,-112.574
1225,Parallel_RC,2400.0,68.0,1959.83,1350.805,1124.196,927.695,874.51,648.315,603.973,586.786,510.674,489.152,414.534,377.444,309.533,326.141,252.45,-47.142,-64.28,-72.625,-74.371,-79.818,-77.366,-85.28,-87.8,-88.311,-98.451,-91.576,-92.69,-106.562,-112.61,-111.871
1226,Parallel_RC,2400.0,68.0,1781.479,1375.558,1134.314,932.821,797.326,695.237,625.55,554.2,497.637,453.75,388.816,361.818,316.962,281.116,256.301,-45.404,-56.362,-63.294,-68.215,-71.685,-74.552,-76.359,-78.151,-79.283,-80.593,-82.259,-83.171,-83.766,-84.628,-85.517
1227,Parallel_RC,2400.0,68.0,1737.321,1455.9,1250.705,1136.677,722.407,756.283,556.13,583.463,490.462,476.896,385.57,347.14,318.502,295.951,311.289,-46.681,-61.195,-68.98,-81.984,-90.602,-78.808,-84.371,-86.511,-100.199,-109.4,-97.596,-109.577,-110.93,-114.918,-125.327
1228,Parallel_RC,2400.0,68.0,1737.775,1424.155,1229.532,1116.942,734.97,748.513,564.81,593.751,485.254,484.375,385.935,353.287,323.655,304.52,320.922,-47.877,-61.258,-69.267,-81.49,-90.355,-79.601,-84.76,-86.74,-99.267,-108.127,-98.812,-108.703,-111.229,-114.431,-126.45
1229,Parallel_RC,2400.0,68.0,1758.89,1353.502,1094.914,900.35,798.701,695.375,619.439,541.731,495.949,434.43,381.84,352.648,300.25,281.983,243.817,-44.51,-54.96,-60.528,-64.364,-65.684,-70.616,-70.136,-71.9,-74.523,-73.744,-72.368,-76.383,-73.555,-77.751,-77.483
1230,Parallel_RC,2400.0,68.0,1776.759,1410.29,1128.697,924.83,801.674,690.1,614.845,549.687,496.616,447.334,385.931,360.327,320.942,282.769,251.634,-44.13,-55.594,-61.4,-67.5,-69.951,-71.502,-74.126,-75.171,-76.513,-77.408,-78.759,-78.796,-79.86,-79.424,-80.164
1231,Parallel_RC,2400.0,68.0,1781.66,1407.665,1139.918,946.687,801.565,695.574,628.271,559.637,503.6,456.827,391.98,361.195,318.824,281.528,256.428,-45.526,-56.986,-63.315,-67.983,-72.131,-74.288,-76.179,-77.723,-78.818,-80.271,-81.118,-82.281,-82.757,-83.916,-84.568
1232,Parallel_RC,2400.0,68.0,1761.997,1376.153,1120.114,929.286,792.866,685.215,614.447,548.57,494.53,445.68,385.354,356.745,317.576,279.969,247.984,-45.25,-56.111,-61.845,-66.839,-70.811,-72.627,-75.116,-76.376,-77.256,-78.826,-80.187,-80.672,-80.658,-81.436,-82.531
1233,Parallel_RC,2400.0,68.0,1611.11,1411.356,1148.792,844.77,762.795,712.367,674.147,531.442,556.101,526.818,359.69,422.407,301.851,319.433,254.428,-50.673,-67.277,-62.811,-75.585,-82.763,-88.507,-90.152,-91.807,-94.198,-88.834,-103.888,-108.132,-111.505,-119.212,-122.21
1234,Parallel_RC,2400.0,68.0,1782.996,1405.87,1145.22,944.56,801.272,692.514,632.99,559.593,503.958,454.15,394.532,363.133,318.984,283.19,257.993,-46.176,-57.168,-63.975,-68.466,-72.58,-74.819,-77.28,-78.607,-79.415,-80.823,-82.473,-83.371,-83.818,-85.648,-85.232
1235,Parallel_RC,2400.0,68.0,1795.38,1408.704,1155.17,956.319,802.819,697.719,630.289,559.466,505.236,454.34,392.746,365.159,319.173,286.825,255.385,-45.767,-55.622,-63.401,-68.204,-71.718,-73.736,-75.791,-77.193,-78.61,-79.51,-81.55,-81.598,-82.88,-83.466,-83.78
1236,Parallel_RC,2400.0,68.0,1745.745,1399.159,1117.13,926.148,776.941,675.863,625.609,546.32,510.486,444.591,379.331,364.721,318.935,279.675,252.701,-43.408,-53.26,-59.946,-64.296,-67.569,-68.118,-71.814,-71.147,-73.373,-73.579,-73.937,-73.926,-73.626,-72.268,-74.999
1237,Parallel_RC,2400.0,68.0,1657.149,1576.107,1105.191,997.64,729.522,667.26,660.617,539.361,598.248,395.948,384.366,428.82,442.609,251.306,277.73,-49.486,-62.212,-76.594,-68.515,-75.68,-86.376,-93.758,-91.81,-88.771,-97.254,-100.756,-104.7,-107.201,-104.656,-113.207
1238,Parallel_RC,2400.0,68.0,1698.313,1408.109,1099.837,958.75,822.432,737.525,608.27,625.502,459.216,504.652,515.176,305.767,354.88,279.904,293.213,-47.694,-59.329,-69.465,-78.951,-86.46,-88.576,-87.48,-91.233,-100.425,-103.736,-108.762,-107.824,-113.3,-112.679,-114.994
1239,Parallel_RC,2400.0,68.0,1702.599,1413.868,1096.962,954.331,822.69,740.348,605.953,625.111,458.539,504.507,515.511,306.204,356.23,278.555,292.8,-47.456,-59.162,-69.293,-78.878,-86.24,-88.544,-87.494,-91.459,-100.198,-103.504,-108.523,-108.85,-113.208,-112.51,-115.249
1240,Parallel_RC,2400.0,68.0,1788.504,1399.91,1126.261,937.295,808.164,693.214,619.42,553.654,489.749,460.885,382.811,357.66,324.513,288.367,246.672,-44.839,-57.203,-64.71,-67.821,-72.692,-73.795,-76.4,-77.204,-79.533,-80.63,-81.599,-83.937,-83.34,-85.527,-85.16
1241,Parallel_RC,2400.0,68.0,1752.307,1364.372,1130.648,925.368,789.418,687.933,611.131,545.546,492.813,445.943,382.566,356.304,318.418,278.563,249.67,-43.808,-55.172,-61.105,-66.645,-69.853,-71.917,-73.916,-75.388,-76.433,-77.334,-78.89,-79.181,-79.512,-79.805,-80.68
1242,Parallel_RC,2400.0,68.0,1780.197,1402.549,1121.108,936.319,793.375,686.12,617.18,547.962,493.471,445.12,383.676,356.357,318.4,279.837,248.206,-45.34,-55.695,-61.693,-67.549,-70.62,-72.349,-75.67,-76.69,-77.503,-79.174,-80.134,-80.584,-80.826,-81.563,-82.255
1243,Parallel_RC,2400.0,68.0,1748.332,1388.762,1122.968,939.44,778.265,669.207,622.319,556.483,506.504,445.957,383.804,359.547,316.848,275.47,256.823,-42.941,-52.836,-59.92,-64.175,-66.937,-65.929,-70.23,-68.982,-71.865,-72.796,-71.216,-70.77,-71.597,-68.815,-72.241
1244,Parallel_RC,2400.0,68.0,1759.12,1366.277,1136.925,930.574,798.169,689.848,613.314,549.877,499.648,450.143,386.391,360.549,319.814,282.267,251.544,-43.952,-54.942,-61.634,-67.113,-69.524,-71.701,-73.68,-75.393,-76.151,-77.647,-78.734,-78.572,-79.473,-79.579,-80.72
1245,Parallel_RC,2400.0,68.0,1768.64,1373.895,1135.217,915.488,788.539,677.99,616.48,535.296,508.381,438.584,366.314,375.102,315.976,286.248,248.282,-44.41,-54.814,-60.571,-64.343,-66.448,-67.264,-71.68,-72.2,-70.775,-71.807,-71.886,-73.325,-72.617,-72.713,-72.14
1246,Parallel_RC,2400.0,68.0,1785.168,1390.818,1145.874,941.108,805.319,695.633,635.827,564.567,503.873,454.665,394.362,363.951,321.434,284.237,254.791,-44.981,-55.609,-63.747,-68.11,-71.353,-73.946,-75.936,-76.892,-77.844,-79.754,-81.201,-81.947,-82.31,-83.165,-83.482
1247,Parallel_RC,2400.0,68.0,1768.932,1392.579,1144.798,938.356,803.252,695.68,631.494,560.547,504.1,456.173,390.822,363.66,318.567,281.718,253.166,-45.308,-55.557,-63.65,-68.131,-71.78,-74.246,-76.213,-77.587,-78.561,-80.46,-81.356,-82.25,-83.52,-83.991,-84.139
1248,Parallel_RC,2400.0,68.0,1802.903,1408.834,1150.992,946.3,803.208,698.712,628.53,562.92,505.847,457.173,393.718,363.417,321.818,283.491,257.176,-45.399,-57.32,-63.161,-68.23,-71.558,-74.111,-75.736,-76.929,-77.952,-79.829,-81.188,-81.852,-82.616,-82.729,-82.742
1249,Parallel_RC,2400.0,68.0,1785.254,1417.13,1155.609,942.313,811.507,701.495,630.683,560.54,506.684,454.803,392.957,363.742,319.111,284.757,256.364,-45.2,-57.17,-63.152,-68.714,-71.688,-73.994,-75.876,-77.581,-77.899,-79.333,-81.48,-81.94,-82.415,-83.198,-83.649
1250,Parallel_RC,2400.0,68.0,1776.427,1378.122,1149.565,933.21,806.687,692.33,631.888,557.397,504.545,453.87,392.309,363.28,315.912,285.119,257.767,-45.317,-56.0,-63.721,-68.863,-71.348,-74.263,-76.36,-77.713,-78.657,-80.173,-81.206,-82.81,-82.602,-83.692,-83.895
1251,Parallel_RC,2400.0,68.0,1794.99,1411.603,1150.842,947.928,803.168,699.103,631.46,560.68,503.495,452.984,392.702,363.613,320.879,285.745,257.988,-45.759,-55.969,-63.546,-68.387,-71.339,-74.43,-75.653,-77.574,-78.223,-79.854,-81.43,-81.3,-82.289,-83.155,-84.82
1252,Parallel_RC,2400.0,68.0,1791.933,1356.745,1158.124,982.497,805.789,693.22,596.503,617.495,475.635,522.953,374.285,405.708,294.487,334.716,259.144,-52.95,-58.297,-67.442,-74.152,-82.616,-77.656,-81.544,-83.883,-86.816,-96.0,-95.419,-97.649,-106.709,-113.282,-117.432
1253,Parallel_RC,2400.0,68.0,1855.2,1354.728,1151.419,956.4,825.399,678.171,596.656,612.142,486.568,516.778,380.708,397.32,301.2,344.627,253.302,-51.131,-60.2,-69.5,-74.324,-82.101,-78.19,-82.833,-85.228,-86.85,-97.442,-94.519,-96.664,-107.413,-114.81,-118.604
1254,Parallel_RC,2400.0,68.0,1802.66,1384.476,1099.788,918.287,802.377,675.705,603.103,545.953,485.622,433.473,391.814,354.356,327.679,288.504,248.653,-43.675,-52.819,-61.643,-67.613,-69.996,-71.9,-72.21,-75.957,-75.182,-77.347,-78.212,-78.447,-77.476,-78.641,-78.776
1255,Parallel_RC,2400.0,68.0,1781.625,1422.115,1144.176,948.979,802.911,691.92,631.646,558.429,502.283,453.489,392.783,362.145,318.254,283.472,256.341,-46.106,-57.29,-63.535,-69.373,-72.34,-74.963,-77.18,-78.54,-79.413,-81.24,-82.465,-83.5,-84.8,-85.617,-85.497
1256,Parallel_RC,2400.0,68.0,1804.549,1424.493,1154.17,949.18,810.187,697.659,632.902,559.998,506.955,457.3,395.516,364.693,320.358,286.28,256.52,-45.648,-56.821,-62.946,-68.744,-71.169,-74.42,-75.984,-77.312,-78.145,-79.716,-80.855,-81.584,-81.958,-82.968,-83.205
1257,Parallel_RC,2400.0,68.0,1758.316,1379.453,1118.21,922.824,795.145,687.954,615.27,547.917,494.753,446.409,381.951,357.58,316.979,281.519,245.37,-44.284,-54.249,-61.314,-66.71,-70.358,-71.334,-73.772,-75.362,-76.13,-77.368,-78.807,-78.909,-79.785,-79.191,-79.909
1258,Parallel_RC,2400.0,68.0,1782.516,1423.152,1144.113,954.761,798.856,692.903,630.711,559.464,502.47,455.782,390.462,363.603,318.358,283.856,258.1,-46.243,-56.777,-63.505,-69.105,-72.42,-74.879,-76.752,-78.601,-79.356,-80.925,-82.484,-83.75,-83.983,-85.613,-84.979
1259,Parallel_RC,2400.0,68.0,1769.626,1406.3,1122.295,928.481,794.78,682.686,615.679,546.24,493.182,444.423,384.169,355.4,317.606,281.105,247.501,-45.87,-55.983,-61.51,-67.797,-70.785,-72.238,-75.131,-76.626,-77.579,-78.996,-80.164,-80.589,-80.858,-81.415,-82.604
1260,Parallel_RC,2400.0,68.0,1756.352,1395.807,1122.109,926.59,801.997,689.68,615.11,548.216,494.624,446.461,383.468,358.274,323.693,278.27,249.317,-44.901,-55.512,-60.938,-65.785,-70.175,-71.56,-73.734,-75.285,-76.308,-77.496,-78.512,-78.986,-79.52,-79.263,-79.748
1261,Parallel_RC,2400.0,68.0,1744.498,1373.761,1220.843,907.649,817.673,803.217,816.763,447.147,489.445,472.56,357.625,381.423,354.995,286.611,320.677,-45.702,-61.563,-68.844,-74.696,-79.3,-82.568,-98.77,-92.152,-90.851,-99.675,-109.188,-111.626,-107.491,-106.2,-112.117
1262,Parallel_RC,2400.0,68.0,1589.859,1329.393,1101.627,973.792,809.72,700.371,612.129,656.695,447.463,474.419,466.992,325.708,363.238,269.67,276.619,-50.282,-59.37,-70.859,-81.787,-87.281,-86.894,-89.957,-91.868,-100.719,-101.943,-106.826,-105.27,-111.6,-112.217,-115.83
1263,Parallel_RC,2400.0,68.0,1779.51,1422.332,1138.949,939.2,798.129,691.592,624.42,555.534,499.871,453.31,388.377,359.745,315.67,281.96,254.807,-45.119,-56.277,-63.724,-68.82,-71.865,-74.376,-76.413,-78.318,-79.151,-80.54,-82.16,-82.529,-83.996,-84.886,-85.856
1264,Parallel_RC,2400.0,68.0,1739.59,1394.778,1115.343,922.281,796.946,681.114,609.668,548.807,492.504,444.404,380.154,358.239,318.246,277.765,248.136,-44.403,-55.394,-60.917,-65.748,-70.209,-71.607,-73.934,-75.369,-76.441,-77.67,-78.816,-79.38,-79.98,-79.817,-80.406
1265,Parallel_RC,2400.0,68.0,1758.969,1379.877,1124.22,930.197,794.36,687.522,613.318,548.137,497.285,446.883,384.231,359.34,323.533,282.92,254.351,-44.503,-54.2,-61.274,-66.315,-70.163,-71.187,-73.451,-75.284,-76.203,-77.177,-78.814,-78.953,-78.833,-78.92,-80.207
1266,Parallel_RC,2400.0,68.0,1760.814,1379.323,1122.36,930.99,789.382,689.801,618.1,547.316,495.292,445.754,386.722,357.764,320.171,280.843,248.238,-44.463,-55.358,-61.569,-66.21,-69.982,-71.408,-73.639,-75.91,-76.454,-77.455,-78.672,-78.935,-79.106,-79.247,-80.16
1267,Parallel_RC,2400.0,68.0,1756.807,1385.331,1116.294,931.681,794.566,688.345,614.732,547.892,491.582,445.48,383.982,357.11,317.242,280.63,247.653,-44.848,-56.192,-62.312,-67.225,-71.136,-72.612,-74.855,-76.354,-77.599,-78.879,-80.208,-80.383,-80.799,-81.293,-82.291
1268,Parallel_RC,2400.0,68.0,1772.445,1390.478,1139.55,932.903,795.834,690.249,623.83,555.635,498.996,454.69,389.74,360.383,317.234,281.101,253.997,-45.64,-56.812,-63.916,-68.279,-72.16,-74.464,-76.441,-78.23,-79.143,-80.807,-82.199,-83.102,-83.43,-85.53,-85.577
1269,Parallel_RC,2400.0,68.0,1759.967,1401.51,1127.68,924.43,799.49,689.911,614.772,547.76,496.538,445.883,382.963,357.289,321.291,284.916,252.152,-44.706,-55.933,-61.363,-67.414,-70.4,-71.755,-74.253,-75.749,-76.703,-77.965,-79.256,-79.439,-80.103,-79.926,-80.872
1270,Parallel_RC,2400.0,68.0,1749.68,1375.51,1115.732,916.292,798.498,687.615,615.717,545.994,496.15,445.82,385.42,358.886,322.565,282.116,252.576,-44.338,-54.569,-61.781,-66.551,-70.536,-71.792,-74.426,-75.954,-76.934,-77.665,-79.134,-79.572,-79.85,-80.647,-80.879
1271,Parallel_RC,2400.0,68.0,1758.998,1374.509,1125.267,926.483,800.916,691.199,617.107,549.698,496.157,450.618,387.85,358.413,320.343,280.77,249.631,-44.149,-54.367,-61.711,-66.135,-70.251,-71.618,-73.946,-75.221,-76.231,-77.212,-78.964,-79.2,-79.399,-80.287,-80.292
1272,Parallel_RC,2400.0,68.0,1805.345,1555.311,1033.357,906.596,843.444,779.987,566.567,638.178,439.536,509.993,534.436,301.926,364.944,290.579,276.83,-43.874,-55.79,-66.949,-79.164,-84.634,-93.992,-90.274,-98.297,-103.11,-106.878,-112.8,-110.853,-119.866,-117.696,-119.62
1273,Parallel_RC,2400.0,68.0,1796.513,1550.506,1032.477,910.285,842.352,773.981,570.876,638.444,442.91,513.54,540.27,298.249,361.765,290.572,272.475,-44.2,-55.789,-67.234,-79.438,-84.978,-93.928,-90.266,-97.778,-103.54,-107.362,-112.439,-110.714,-120.506,-116.815,-120.1
1274,Parallel_RC,2400.0,68.0,1732.668,1424.551,1145.545,933.812,800.981,682.75,618.55,542.9,501.921,439.3,388.36,366.744,310.99,276.1,252.931,-43.821,-54.804,-61.526,-67.142,-69.88,-72.208,-74.455,-76.115,-76.627,-77.676,-79.171,-78.42,-79.291,-77.882,-80.271
1275,Parallel_RC,2400.0,68.0,1746.509,1410.324,1111.119,978.378,865.254,748.642,573.75,550.529,465.76,472.594,418.529,364.329,332.63,329.292,253.661,-43.671,-56.618,-67.931,-75.161,-82.733,-90.38,-80.795,-93.148,-89.829,-90.218,-97.423,-100.742,-99.192,-107.958,-103.564
1276,Parallel_RC,2400.0,68.0,1750.835,1386.3,1125.596,914.753,795.492,691.236,608.65,547.714,496.966,447.515,381.796,358.54,323.943,282.198,251.751,-44.42,-54.89,-60.839,-65.524,-69.103,-71.43,-72.765,-74.843,-75.388,-76.444,-77.822,-77.873,-77.809,-77.877,-78.127
1277,Parallel_RC,2400.0,68.0,1761.663,1394.821,1120.216,929.552,791.942,692.79,616.368,549.847,500.682,448.997,385.419,360.549,319.613,284.706,250.646,-44.458,-54.416,-61.36,-65.825,-70.339,-71.536,-73.759,-75.189,-76.18,-77.44,-78.591,-78.768,-79.133,-79.355,-80.98
1278,Parallel_RC,2400.0,68.0,1753.571,1359.86,1125.995,918.967,796.69,684.794,610.495,548.535,495.437,444.821,381.917,357.971,316.831,278.491,248.193,-44.227,-54.7,-61.553,-66.811,-69.684,-71.835,-73.776,-75.471,-76.619,-77.788,-78.915,-78.918,-79.372,-79.557,-80.737
1279,Parallel_RC,2400.0,68.0,1785.759,1394.153,1142.115,942.671,797.901,694.79,630.877,557.377,504.309,451.775,393.614,363.121,317.416,282.81,256.63,-45.976,-57.386,-64.48,-68.754,-72.529,-75.26,-77.155,-78.801,-79.556,-81.42,-82.649,-83.31,-84.51,-85.72,-85.158
1280,Parallel_RC,2400.0,68.0,1918.973,1513.774,1163.612,941.967,784.95,700.5,802.55,470.458,518.915,497.75,355.455,373.164,320.782,292.194,296.908,-52.76,-58.165,-75.384,-67.668,-72.472,-80.652,-91.707,-95.903,-93.418,-93.836,-110.701,-112.155,-104.67,-111.11,-116.664
1281,Parallel_RC,2400.0,68.0,1788.813,1406.308,1122.269,933.437,794.264,688.208,615.462,549.962,495.818,448.443,385.613,361.244,320.792,283.211,253.123,-44.531,-55.8,-61.388,-67.214,-70.121,-71.982,-74.228,-76.178,-77.48,-78.62,-79.205,-79.51,-79.999,-80.11,-81.113
