Index,Magnitude,Phase,AccMagnitude,AccPhase,Label,Value_R,Value_C
0,4522.183,0.491,4522.183,0.491,Resistor,4300.0,0.0
1,4397.986,0.989,4397.986,0.989,Resistor,4300.0,0.0
2,4447.154,0.258,4447.154,0.258,Resistor,4300.0,0.0
3,4478.229,0.528,4478.229,0.528,Resistor,4300.0,0.0
4,4406.612,0.69,4406.612,0.69,Resistor,4300.0,0.0
5,4441.386,0.86,4441.386,0.86,Resistor,4300.0,0.0
6,4444.936,0.386,4444.936,0.386,Resistor,4300.0,0.0
7,4448.642,0.58,4448.642,0.58,Resistor,4300.0,0.0
8,4434.57,0.203,4434.57,0.203,Resistor,4300.0,0.0
9,4416.378,0.517,4416.378,0.517,Resistor,4300.0,0.0
10,4433.42,0.318,4433.42,0.318,Resistor,4300.0,0.0
11,4440.542,0.2,4440.542,0.2,Resistor,4300.0,0.0
12,4443.41,0.321,4443.41,0.321,Resistor,4300.0,0.0
13,4440.541,0.239,4440.541,0.239,Resistor,4300.0,0.0
14,4427.779,0.209,4427.779,0.209,Resistor,4300.0,0.0
0,4462.793,0.76,4522.124,0.491,Resistor,4300.0,0.0
1,4537.16,0.573,4398.125,0.988,Resistor,4300.0,0.0
2,4464.113,0.379,4447.171,0.258,Resistor,4300.0,0.0
3,4412.514,0.889,4478.164,0.527,Resistor,4300.0,0.0
4,4463.878,0.42,4406.669,0.69,Resistor,4300.0,0.0
5,4440.386,0.247,4441.385,0.86,Resistor,4300.0,0.0
6,4439.406,0.198,4444.93,0.386,Resistor,4300.0,0.0
7,4436.242,0.16,4448.629,0.58,Resistor,4300.0,0.0
8,4418.165,0.63,4434.41,0.204,Resistor,4300.0,0.0
9,4415.308,0.305,4416.376,0.517,Resistor,4300.0,0.0
10,4433.98,0.535,4433.42,0.319,Resistor,4300.0,0.0
11,4435.867,0.405,4440.538,0.2,Resistor,4300.0,0.0
12,4448.909,0.439,4443.415,0.322,Resistor,4300.0,0.0
13,4441.239,0.735,4440.542,0.24,Resistor,4300.0,0.0
14,4406.769,0.37,4427.758,0.21,Resistor,4300.0,0.0
0,4498.349,0.38,4522.1,0.49,Resistor,4300.0,0.0
1,4442.27,0.905,4398.169,0.986,Resistor,4300.0,0.0
2,4447.745,0.535,4447.171,0.257,Resistor,4300.0,0.0
3,4390.77,0.153,4478.76,0.526,Resistor,4300.0,0.0
4,4428.84,0.176,4406.691,0.69,Resistor,4300.0,0.0
5,4429.154,0.312,4441.373,0.86,Resistor,4300.0,0.0
6,4443.671,0.42,4444.929,0.385,Resistor,4300.0,0.0
7,4449.119,0.226,4448.63,0.57,Resistor,4300.0,0.0
