Index,Magnitude,Phase,AccMagnitude,AccPhase,Label,Value_R,Value_C
0,2720.806,-28.867,2720.806,-28.867,Parallel_RC,3000.0,33.0
1,2358.187,-39.75,2358.187,-39.75,Parallel_RC,3000.0,33.0
2,2105.422,-46.1,2105.422,-46.1,Parallel_RC,3000.0,33.0
3,1841.445,-52.646,1841.445,-52.646,Parallel_RC,3000.0,33.0
4,1620.657,-57.87,1620.657,-57.87,Parallel_RC,3000.0,33.0
5,1441.897,-60.83,1441.897,-60.83,Parallel_RC,3000.0,33.0
6,1313.65,-63.533,1313.65,-63.533,Parallel_RC,3000.0,33.0
7,1180.419,-66.324,1180.419,-66.324,Parallel_RC,3000.0,33.0
8,1073.894,-67.986,1073.894,-67.986,Parallel_RC,3000.0,33.0
9,977.689,-70.14,977.689,-70.14,Parallel_RC,3000.0,33.0
10,848.62,-72.221,848.62,-72.221,Parallel_RC,3000.0,33.0
11,797.29,-73.78,797.29,-73.78,Parallel_RC,3000.0,33.0
12,709.135,-74.607,709.135,-74.607,Parallel_RC,3000.0,33.0
13,631.435,-75.686,631.435,-75.686,Parallel_RC,3000.0,33.0
14,562.744,-76.693,562.744,-76.693,Parallel_RC,3000.0,33.0
0,3021.727,-41.823,2721.107,-28.88,Parallel_RC,3000.0,33.0
1,2152.427,-50.55,2357.981,-39.86,Parallel_RC,3000.0,33.0
2,2105.924,-61.347,2105.422,-46.25,Parallel_RC,3000.0,33.0
3,1878.14,-70.27,1841.481,-52.664,Parallel_RC,3000.0,33.0
4,1540.612,-67.937,1620.577,-57.881,Parallel_RC,3000.0,33.0
5,1651.228,-76.854,1442.107,-60.846,Parallel_RC,3000.0,33.0
6,1307.902,-69.399,1313.6,-63.539,Parallel_RC,3000.0,33.0
7,1289.16,-71.849,1180.527,-66.33,Parallel_RC,3000.0,33.0
8,957.137,-93.103,1073.778,-68.11,Parallel_RC,3000.0,33.0
9,982.597,-93.694,977.694,-70.38,Parallel_RC,3000.0,33.0
10,958.985,-90.664,848.73,-72.24,Parallel_RC,3000.0,33.0
11,725.6,-98.803,797.218,-73.104,Parallel_RC,3000.0,33.0
12,738.463,-99.746,709.164,-74.632,Parallel_RC,3000.0,33.0
13,646.823,-105.501,631.451,-75.716,Parallel_RC,3000.0,33.0
14,686.76,-114.26,562.868,-76.73,Parallel_RC,3000.0,33.0
0,2764.913,-29.424,2721.15,-28.88,Parallel_RC,3000.0,33.0
1,2414.474,-39.252,2358.38,-39.86,Parallel_RC,3000.0,33.0
2,2112.785,-48.8,2105.429,-46.28,Parallel_RC,3000.0,33.0
3,1846.127,-55.164,1841.486,-52.667,Parallel_RC,3000.0,33.0
4,1608.872,-59.214,1620.565,-57.882,Parallel_RC,3000.0,33.0
5,1445.107,-63.427,1442.11,-60.848,Parallel_RC,3000.0,33.0
6,1319.918,-65.624,1313.67,-63.541,Parallel_RC,3000.0,33.0
7,1190.238,-68.448,1180.537,-66.332,Parallel_RC,3000.0,33.0
8,1080.249,-70.438,1073.784,-68.14,Parallel_RC,3000.0,33.0
9,993.984,-73.16,977.711,-70.41,Parallel_RC,3000.0,33.0
10,852.28,-74.679,848.734,-72.242,Parallel_RC,3000.0,33.0
11,797.78,-76.81,797.218,-73.107,Parallel_RC,3000.0,33.0
12,702.505,-77.759,709.157,-74.635,Parallel_RC,3000.0,33.0
13,633.641,-79.565,631.453,-75.72,Parallel_RC,3000.0,33.0
14,569.713,-80.93,562.875,-76.734,Parallel_RC,3000.0,33.0
0,2773.166,-29.269,2721.202,-28.881,Parallel_RC,3000.0,33.0
1,2437.802,-39.18,2358.118,-39.86,Parallel_RC,3000.0,33.0
2,2153.941,-48.81,2105.478,-46.3,Parallel_RC,3000.0,33.0
3,1856.203,-54.359,1841.501,-52.668,Parallel_RC,3000.0,33.0
4,1623.215,-58.835,1620.567,-57.883,Parallel_RC,3000.0,33.0
5,1453.485,-62.988,1442.121,-60.851,Parallel_RC,3000.0,33.0
6,1336.66,-65.315,1313.89,-63.543,Parallel_RC,3000.0,33.0
7,1206.357,-67.791,1180.563,-66.333,Parallel_RC,3000.0,33.0
8,1090.944,-69.702,1073.801,-68.15,Parallel_RC,3000.0,33.0
9,1000.3,-72.147,977.733,-70.43,Parallel_RC,3000.0,33.0
10,863.259,-74.5,848.748,-72.244,Parallel_RC,3000.0,33.0
11,805.502,-75.208,797.226,-73.109,Parallel_RC,3000.0,33.0
12,706.374,-76.816,709.155,-74.638,Parallel_RC,3000.0,33.0
13,638.446,-78.664,631.46,-75.723,Parallel_RC,3000.0,33.0
14,571.771,-79.696,562.884,-76.737,Parallel_RC,3000.0,33.0
0,2769.783,-29.89,2721.251,-28.881,Parallel_RC,3000.0,33.0
1,2433.552,-40.679,2358.193,-39.87,Parallel_RC,3000.0,33.0
2,2152.505,-47.997,2105.525,-46.32,Parallel_RC,3000.0,33.0
3,1885.66,-54.659,1841.544,-52.67,Parallel_RC,3000.0,33.0
4,1629.124,-58.573,1620.576,-57.884,Parallel_RC,3000.0,33.0
5,1463.402,-62.519,1442.142,-60.852,Parallel_RC,3000.0,33.0
6,1348.4,-64.784,1313.125,-63.544,Parallel_RC,3000.0,33.0
7,1212.786,-67.412,1180.595,-66.334,Parallel_RC,3000.0,33.0
8,1101.9,-69.163,1073.828,-68.17,Parallel_RC,3000.0,33.0
9,1009.698,-71.458,977.765,-70.44,Parallel_RC,3000.0,33.0
10,868.3,-73.537,848.768,-72.245,Parallel_RC,3000.0,33.0
11,812.71,-74.542,797.242,-73.11,Parallel_RC,3000.0,33.0
12,712.635,-75.85,709.158,-74.639,Parallel_RC,3000.0,33.0
13,641.525,-77.581,631.47,-75.725,Parallel_RC,3000.0,33.0
14,580.393,-78.663,562.901,-76.739,Parallel_RC,3000.0,33.0
0,2710.323,-28.35,2721.24,-28.88,Parallel_RC,3000.0,33.0
1,2417.664,-37.918,2358.253,-39.86,Parallel_RC,3000.0,33.0
2,2080.491,-44.743,2105.5,-46.31,Parallel_RC,3000.0,33.0
3,1812.588,-51.999,1841.515,-52.67,Parallel_RC,3000.0,33.0
4,1617.525,-56.36,1620.573,-57.882,Parallel_RC,3000.0,33.0
5,1446.376,-59.19,1442.147,-60.851,Parallel_RC,3000.0,33.0
