Index,Magnitude,Phase,AccMagnitude,AccPhase,Label,Value_R,Value_C
0,15213.916,-91.68,15213.916,-91.68,Series_RC,1300.0,10.0
1,10079.452,-84.393,10079.452,-84.393,Series_RC,1300.0,10.0
2,8082.684,-81.729,8082.684,-81.729,Series_RC,1300.0,10.0
3,6592.561,-80.9,6592.561,-80.9,Series_RC,1300.0,10.0
4,5460.225,-76.754,5460.225,-76.754,Series_RC,1300.0,10.0
5,4788.532,-73.977,4788.532,-73.977,Series_RC,1300.0,10.0
6,4230.83,-71.821,4230.83,-71.821,Series_RC,1300.0,10.0
7,3828.858,-69.591,3828.858,-69.591,Series_RC,1300.0,10.0
8,3489.819,-67.222,3489.819,-67.222,Series_RC,1300.0,10.0
9,3199.769,-65.424,3199.769,-65.424,Series_RC,1300.0,10.0
10,2831.1,-60.873,2831.1,-60.873,Series_RC,1300.0,10.0
11,2686.657,-59.207,2686.657,-59.207,Series_RC,1300.0,10.0
12,2439.52,-55.775,2439.52,-55.775,Series_RC,1300.0,10.0
13,2262.458,-51.923,2262.458,-51.923,Series_RC,1300.0,10.0
14,2101.87,-49.384,2101.87,-49.384,Series_RC,1300.0,10.0
0,16199.351,-90.951,15214.901,-91.68,Series_RC,1300.0,10.0
1,10508.48,-88.822,10079.881,-84.398,Series_RC,1300.0,10.0
2,8182.443,-82.4,8082.783,-81.729,Series_RC,1300.0,10.0
3,6325.59,-79.457,6592.294,-80.9,Series_RC,1300.0,10.0
4,5434.719,-77.5,5460.2,-76.755,Series_RC,1300.0,10.0
5,4770.81,-74.518,4788.514,-73.978,Series_RC,1300.0,10.0
6,4198.859,-71.847,4230.52,-71.821,Series_RC,1300.0,10.0
7,3804.247,-69.875,3828.833,-69.591,Series_RC,1300.0,10.0
8,3474.843,-67.693,3489.804,-67.222,Series_RC,1300.0,10.0
9,3191.922,-65.694,3199.761,-65.425,Series_RC,1300.0,10.0
10,2802.786,-61.339,2830.972,-60.873,Series_RC,1300.0,10.0
11,2657.185,-59.785,2686.627,-59.208,Series_RC,1300.0,10.0
12,2420.637,-56.375,2439.501,-55.776,Series_RC,1300.0,10.0
13,2255.998,-52.801,2262.451,-51.924,Series_RC,1300.0,10.0
14,2091.241,-50.2,2101.859,-49.384,Series_RC,1300.0,10.0
0,15184.545,-86.44,15214.871,-91.674,Series_RC,1300.0,10.0
1,10853.413,-80.758,10080.655,-84.394,Series_RC,1300.0,10.0
2,7997.909,-80.635,8082.699,-81.728,Series_RC,1300.0,10.0
3,6363.108,-80.23,6592.64,-80.9,Series_RC,1300.0,10.0
