Index,Magnitude,Phase,AccMagnitude,AccPhase,Label,Value_R,Value_C
0,3702.892,0.425,3702.892,0.425,Resistor,3600.0,0.0
1,3655.349,0.742,3655.349,0.742,Resistor,3600.0,0.0
2,3682.938,0.18,3682.938,0.18,Resistor,3600.0,0.0
3,3700.61,0.397,3700.61,0.397,Resistor,3600.0,0.0
4,3682.383,0.218,3682.383,0.218,Resistor,3600.0,0.0
5,3685.941,0.122,3685.941,0.122,Resistor,3600.0,0.0
6,3712.75,0.39,3712.75,0.39,Resistor,3600.0,0.0
7,3699.86,0.231,3699.86,0.231,Resistor,3600.0,0.0
8,3688.976,0.53,3688.976,0.53,Resistor,3600.0,0.0
9,3669.61,0.199,3669.61,0.199,Resistor,3600.0,0.0
10,3699.83,0.31,3699.83,0.31,Resistor,3600.0,0.0
11,3685.51,0.2,3685.51,0.2,Resistor,3600.0,0.0
12,3693.538,0.186,3693.538,0.186,Resistor,3600.0,0.0
13,3700.736,0.142,3700.736,0.142,Resistor,3600.0,0.0
14,3669.779,0.135,3669.779,0.135,Resistor,3600.0,0.0
0,3581.96,0.177,3702.77,0.424,Resistor,3600.0,0.0
1,3761.83,0.357,3655.454,0.741,Resistor,3600.0,0.0
2,3471.464,-4.244,3682.727,0.184,Resistor,3600.0,0.0
3,3658.793,-8.131,3700.2,0.388,Resistor,3600.0,0.0
4,3803.796,-10.702,3682.504,0.229,Resistor,3600.0,0.0
5,3954.27,-15.35,3686.209,0.107,Resistor,3600.0,0.0
6,3318.505,-9.795,3711.681,0.49,Resistor,3600.0,0.0
7,4017.822,-13.518,3700.178,0.244,Resistor,3600.0,0.0
8,3293.24,-19.604,3688.58,0.73,Resistor,3600.0,0.0
9,4017.541,-22.885,3669.409,0.221,Resistor,3600.0,0.0
10,5001.394,-22.638,3701.131,0.333,Resistor,3600.0,0.0
11,2972.972,-24.217,3684.339,0.45,Resistor,3600.0,0.0
12,4009.2,-30.355,3693.853,0.216,Resistor,3600.0,0.0
13,3486.692,-25.8,3700.522,0.117,Resistor,3600.0,0.0
14,3805.197,-27.223,3669.915,0.108,Resistor,3600.0,0.0
0,3608.233,0.169,3702.676,0.424,Resistor,3600.0,0.0
1,3668.103,0.313,3655.467,0.74,Resistor,3600.0,0.0
2,3625.4,0.527,3682.669,0.184,Resistor,3600.0,0.0
3,3657.769,0.558,3699.978,0.387,Resistor,3600.0,0.0
4,3633.11,0.243,3682.455,0.229,Resistor,3600.0,0.0
5,3614.436,0.355,3686.138,0.107,Resistor,3600.0,0.0
6,3618.59,0.348,3711.588,0.49,Resistor,3600.0,0.0
7,3634.27,0.21,3700.112,0.244,Resistor,3600.0,0.0
8,3626.773,0.117,3688.519,0.73,Resistor,3600.0,0.0
9,3648.343,0.131,3669.388,0.221,Resistor,3600.0,0.0
10,3633.53,0.53,3701.63,0.332,Resistor,3600.0,0.0
11,3624.7,0.167,3684.279,0.45,Resistor,3600.0,0.0
12,3613.297,0.226,3693.772,0.216,Resistor,3600.0,0.0
13,3619.624,0.632,3700.441,0.116,Resistor,3600.0,0.0
14,3644.39,0.674,3669.889,0.107,Resistor,3600.0,0.0
0,3469.423,-4.472,3702.442,0.428,Resistor,3600.0,0.0
1,3617.162,-4.736,3655.428,0.744,Resistor,3600.0,0.0
2,3649.264,-5.641,3682.636,0.189,Resistor,3600.0,0.0
3,3970.4,-10.89,3700.248,0.376,Resistor,3600.0,0.0
4,3676.504,-16.216,3682.449,0.245,Resistor,3600.0,0.0
5,3589.626,-11.188,3686.41,0.95,Resistor,3600.0,0.0
6,3573.125,-9.9,3711.45,0.59,Resistor,3600.0,0.0
7,4468.986,-9.941,3700.881,0.254,Resistor,3600.0,0.0
8,3084.534,-20.216,3687.915,0.93,Resistor,3600.0,0.0
9,3769.669,-18.424,3669.488,0.239,Resistor,3600.0,0.0
10,4455.7,-22.199,3701.817,0.354,Resistor,3600.0,0.0
11,3135.766,-17.651,3683.73,0.62,Resistor,3600.0,0.0
12,4170.776,-19.623,3694.25,0.235,Resistor,3600.0,0.0
13,3414.751,-24.682,3700.155,0.92,Resistor,3600.0,0.0
14,4065.208,-29.53,3670.284,0.78,Resistor,3600.0,0.0
0,3632.78,-4.656,3702.373,0.432,Resistor,3600.0,0.0
1,3506.391,-3.959,3655.28,0.748,Resistor,3600.0,0.0
2,3613.351,-4.509,3682.566,0.194,Resistor,3600.0,0.0
3,3906.5,-7.696,3700.454,0.368,Resistor,3600.0,0.0
4,3603.796,-10.34,3682.371,0.255,Resistor,3600.0,0.0
5,3613.796,-5.339,3685.969,0.9,Resistor,3600.0,0.0
6,3417.59,-6.677,3711.156,0.65,Resistor,3600.0,0.0
7,3956.418,-8.696,3701.136,0.262,Resistor,3600.0,0.0
8,3569.183,-11.647,3687.796,0.105,Resistor,3600.0,0.0
9,3966.356,-16.147,3669.785,0.255,Resistor,3600.0,0.0
10,3482.827,-12.33,3701.598,0.366,Resistor,3600.0,0.0
11,3746.441,-18.143,3683.793,0.8,Resistor,3600.0,0.0
12,3443.634,-20.621,3693.999,0.256,Resistor,3600.0,0.0
13,3938.125,-24.811,3700.393,0.67,Resistor,3600.0,0.0
14,3860.1,-29.4,3670.474,0.48,Resistor,3600.0,0.0
0,3633.85,0.555,3702.303,0.431,Resistor,3600.0,0.0
1,3675.839,0.588,3655.3,0.746,Resistor,3600.0,0.0
2,3655.201,0.42,3682.539,0.194,Resistor,3600.0,0.0
3,3638.655,0.325,3700.392,0.368,Resistor,3600.0,0.0
4,3630.42,0.454,3682.318,0.254,Resistor,3600.0,0.0
5,3627.38,0.288,3685.91,0.89,Resistor,3600.0,0.0
6,3620.855,0.168,3711.65,0.66,Resistor,3600.0,0.0
7,3620.382,0.171,3701.55,0.262,Resistor,3600.0,0.0
8,3626.392,0.146,3687.734,0.105,Resistor,3600.0,0.0
9,3637.658,0.223,3669.753,0.255,Resistor,3600.0,0.0
10,3629.519,0.297,3701.526,0.366,Resistor,3600.0,0.0
11,3627.75,0.135,3683.736,0.81,Resistor,3600.0,0.0
12,3620.759,0.369,3693.926,0.256,Resistor,3600.0,0.0
13,3623.3,0.431,3700.316,0.66,Resistor,3600.0,0.0
14,3641.78,0.666,3670.444,0.47,Resistor,3600.0,0.0
0,3712.52,0.747,3702.314,0.431,Resistor,3600.0,0.0
