Index,Magnitude,Phase,AccMagnitude,AccPhase,Label,Value_R,Value_C
0,759.766,-12.37,759.766,-12.37,Parallel_RC,750.0,47.0
1,744.127,-16.638,744.127,-16.638,Parallel_RC,750.0,47.0
2,711.654,-21.364,711.654,-21.364,Parallel_RC,750.0,47.0
3,681.705,-27.414,681.705,-27.414,Parallel_RC,750.0,47.0
4,659.487,-32.82,659.487,-32.82,Parallel_RC,750.0,47.0
5,623.266,-34.999,623.266,-34.999,Parallel_RC,750.0,47.0
6,594.946,-38.932,594.946,-38.932,Parallel_RC,750.0,47.0
7,563.953,-42.51,563.953,-42.51,Parallel_RC,750.0,47.0
8,531.647,-44.928,531.647,-44.928,Parallel_RC,750.0,47.0
9,498.865,-47.553,498.865,-47.553,Parallel_RC,750.0,47.0
10,454.132,-52.13,454.132,-52.13,Parallel_RC,750.0,47.0
11,437.393,-53.828,437.393,-53.828,Parallel_RC,750.0,47.0
12,401.342,-56.998,401.342,-56.998,Parallel_RC,750.0,47.0
13,362.69,-60.267,362.69,-60.267,Parallel_RC,750.0,47.0
14,327.223,-61.54,327.223,-61.54,Parallel_RC,750.0,47.0
0,756.764,-11.521,759.763,-12.37,Parallel_RC,750.0,47.0
1,750.375,-16.894,744.133,-16.639,Parallel_RC,750.0,47.0
2,714.156,-21.867,711.657,-21.365,Parallel_RC,750.0,47.0
3,675.926,-27.479,681.699,-27.414,Parallel_RC,750.0,47.0
4,651.923,-32.281,659.479,-32.82,Parallel_RC,750.0,47.0
5,624.568,-35.692,623.267,-35.0,Parallel_RC,750.0,47.0
6,594.481,-39.542,594.945,-38.932,Parallel_RC,750.0,47.0
7,563.355,-42.946,563.952,-42.51,Parallel_RC,750.0,47.0
8,533.922,-45.807,531.649,-44.929,Parallel_RC,750.0,47.0
9,504.94,-48.386,498.87,-47.553,Parallel_RC,750.0,47.0
10,459.631,-52.779,454.138,-52.14,Parallel_RC,750.0,47.0
11,439.68,-54.598,437.395,-53.828,Parallel_RC,750.0,47.0
12,398.381,-58.4,401.339,-57.0,Parallel_RC,750.0,47.0
13,361.153,-60.518,362.689,-60.268,Parallel_RC,750.0,47.0
14,329.914,-63.666,327.226,-61.543,Parallel_RC,750.0,47.0
0,763.21,-11.837,759.766,-12.37,Parallel_RC,750.0,47.0
1,752.273,-17.592,744.141,-16.64,Parallel_RC,750.0,47.0
2,718.8,-22.56,711.663,-21.365,Parallel_RC,750.0,47.0
3,682.726,-26.773,681.7,-27.414,Parallel_RC,750.0,47.0
4,656.586,-31.446,659.476,-32.81,Parallel_RC,750.0,47.0
5,622.598,-35.64,623.266,-35.0,Parallel_RC,750.0,47.0
6,593.632,-39.241,594.944,-38.933,Parallel_RC,750.0,47.0
7,566.953,-42.56,563.955,-42.51,Parallel_RC,750.0,47.0
8,538.13,-45.87,531.656,-44.929,Parallel_RC,750.0,47.0
9,504.296,-47.734,498.875,-47.554,Parallel_RC,750.0,47.0
10,458.695,-52.2,454.142,-52.14,Parallel_RC,750.0,47.0
11,435.694,-54.38,437.394,-53.829,Parallel_RC,750.0,47.0
12,401.607,-56.944,401.339,-57.0,Parallel_RC,750.0,47.0
13,366.521,-59.767,362.693,-60.267,Parallel_RC,750.0,47.0
14,331.478,-61.965,327.23,-61.543,Parallel_RC,750.0,47.0
0,753.866,-12.24,759.76,-12.37,Parallel_RC,750.0,47.0
1,730.29,-17.3,744.127,-16.64,Parallel_RC,750.0,47.0
2,711.281,-21.997,711.663,-21.366,Parallel_RC,750.0,47.0
3,684.919,-26.823,681.703,-27.413,Parallel_RC,750.0,47.0
4,650.94,-31.634,659.468,-32.81,Parallel_RC,750.0,47.0
5,623.756,-34.763,623.267,-35.0,Parallel_RC,750.0,47.0
6,591.336,-38.961,594.94,-38.933,Parallel_RC,750.0,47.0
7,561.721,-42.505,563.953,-42.51,Parallel_RC,750.0,47.0
8,532.824,-45.196,531.657,-44.929,Parallel_RC,750.0,47.0
9,497.919,-47.736,498.874,-47.554,Parallel_RC,750.0,47.0
10,452.756,-52.103,454.141,-52.14,Parallel_RC,750.0,47.0
11,432.878,-54.39,437.389,-53.829,Parallel_RC,750.0,47.0
12,400.549,-57.335,401.339,-57.0,Parallel_RC,750.0,47.0
13,362.325,-59.782,362.692,-60.267,Parallel_RC,750.0,47.0
14,330.855,-62.23,327.234,-61.544,Parallel_RC,750.0,47.0
0,762.687,-12.458,759.763,-12.37,Parallel_RC,750.0,47.0
1,743.3,-18.519,744.126,-16.642,Parallel_RC,750.0,47.0
2,717.966,-22.842,711.669,-21.367,Parallel_RC,750.0,47.0
3,684.354,-28.989,681.706,-27.415,Parallel_RC,750.0,47.0
4,653.28,-32.621,659.461,-32.81,Parallel_RC,750.0,47.0
5,620.676,-36.789,623.264,-35.1,Parallel_RC,750.0,47.0
6,598.471,-41.48,594.944,-38.935,Parallel_RC,750.0,47.0
7,564.305,-44.186,563.953,-42.512,Parallel_RC,750.0,47.0
8,535.453,-46.839,531.661,-44.931,Parallel_RC,750.0,47.0
9,502.216,-49.945,498.878,-47.556,Parallel_RC,750.0,47.0
10,456.857,-54.528,454.144,-52.16,Parallel_RC,750.0,47.0
11,432.848,-56.728,437.385,-53.832,Parallel_RC,750.0,47.0
12,395.289,-59.817,401.333,-57.3,Parallel_RC,750.0,47.0
13,363.877,-63.246,362.694,-60.27,Parallel_RC,750.0,47.0
14,331.403,-65.208,327.238,-61.547,Parallel_RC,750.0,47.0
0,756.813,-12.98,759.76,-12.37,Parallel_RC,750.0,47.0
1,731.754,-16.388,744.114,-16.642,Parallel_RC,750.0,47.0
2,710.461,-20.812,711.668,-21.367,Parallel_RC,750.0,47.0
3,665.14,-25.914,681.689,-27.413,Parallel_RC,750.0,47.0
