Index,Magnitude,Phase,AccMagnitude,AccPhase,Label,Value_R,Value_C
0,3611.207,-89.941,3611.207,-89.941,Capacitor,0.0,47.0
1,2392.546,-89.923,2392.546,-89.923,Capacitor,0.0,47.0
2,1805.4,-89.517,1805.4,-89.517,Capacitor,0.0,47.0
3,1463.736,-90.573,1463.736,-90.573,Capacitor,0.0,47.0
4,1210.871,-91.626,1210.871,-91.626,Capacitor,0.0,47.0
5,1030.653,-90.656,1030.653,-90.656,Capacitor,0.0,47.0
6,909.406,-91.759,909.406,-91.759,Capacitor,0.0,47.0
7,805.878,-92.358,805.878,-92.358,Capacitor,0.0,47.0
8,730.649,-91.433,730.649,-91.433,Capacitor,0.0,47.0
9,661.721,-92.357,661.721,-92.357,Capacitor,0.0,47.0
10,560.576,-93.806,560.576,-93.806,Capacitor,0.0,47.0
11,525.832,-92.904,525.832,-92.904,Capacitor,0.0,47.0
12,460.415,-93.902,460.415,-93.902,Capacitor,0.0,47.0
13,410.97,-94.146,410.97,-94.146,Capacitor,0.0,47.0
14,368.282,-94.712,368.282,-94.712,Capacitor,0.0,47.0
0,3626.96,-88.2,3611.222,-89.939,Capacitor,0.0,47.0
1,2492.884,-90.232,2392.646,-89.923,Capacitor,0.0,47.0
2,1837.477,-90.97,1805.73,-89.519,Capacitor,0.0,47.0
3,1492.874,-90.417,1463.765,-90.573,Capacitor,0.0,47.0
4,1228.502,-92.176,1210.888,-91.627,Capacitor,0.0,47.0
5,1038.922,-91.858,1030.662,-90.658,Capacitor,0.0,47.0
6,934.139,-92.749,909.431,-91.76,Capacitor,0.0,47.0
7,818.845,-93.228,805.891,-92.359,Capacitor,0.0,47.0
8,740.605,-92.566,730.659,-91.434,Capacitor,0.0,47.0
9,674.528,-93.865,661.734,-92.359,Capacitor,0.0,47.0
10,572.31,-94.543,560.588,-93.807,Capacitor,0.0,47.0
11,533.88,-94.35,525.841,-92.906,Capacitor,0.0,47.0
12,465.854,-95.54,460.42,-93.903,Capacitor,0.0,47.0
13,417.64,-95.838,410.977,-94.148,Capacitor,0.0,47.0
14,374.126,-96.716,368.287,-94.714,Capacitor,0.0,47.0
0,3598.327,-89.47,3611.209,-89.938,Capacitor,0.0,47.0
1,2408.3,-90.34,2392.662,-89.924,Capacitor,0.0,47.0
2,1809.782,-89.638,1805.78,-89.519,Capacitor,0.0,47.0
3,1450.119,-89.138,1463.752,-90.572,Capacitor,0.0,47.0
4,1211.72,-90.839,1210.889,-91.626,Capacitor,0.0,47.0
5,1032.979,-90.347,1030.664,-90.657,Capacitor,0.0,47.0
6,913.482,-91.167,909.435,-91.759,Capacitor,0.0,47.0
7,804.646,-91.289,805.889,-92.358,Capacitor,0.0,47.0
8,738.25,-90.854,730.667,-91.434,Capacitor,0.0,47.0
9,667.261,-91.608,661.74,-92.358,Capacitor,0.0,47.0
10,565.478,-93.59,560.593,-93.806,Capacitor,0.0,47.0
11,526.1,-91.896,525.841,-92.905,Capacitor,0.0,47.0
12,461.905,-93.558,460.422,-93.903,Capacitor,0.0,47.0
13,416.366,-92.457,410.982,-94.146,Capacitor,0.0,47.0
14,373.603,-92.649,368.293,-94.712,Capacitor,0.0,47.0
0,3592.234,-89.489,3611.191,-89.938,Capacitor,0.0,47.0
1,2499.36,-89.327,2392.768,-89.923,Capacitor,0.0,47.0
2,1855.904,-90.522,1805.128,-89.52,Capacitor,0.0,47.0
3,1472.363,-90.674,1463.76,-90.572,Capacitor,0.0,47.0
4,1215.756,-92.28,1210.893,-91.626,Capacitor,0.0,47.0
5,1036.961,-91.906,1030.67,-90.659,Capacitor,0.0,47.0
