Index,Magnitude,Phase,AccMagnitude,AccPhase,Label,Value_R,Value_C
0,2352.71,-40.427,2352.71,-40.427,Parallel_RC,3000.0,47.0
1,1892.416,-50.642,1892.416,-50.642,Parallel_RC,3000.0,47.0
2,1578.651,-57.84,1578.651,-57.84,Parallel_RC,3000.0,47.0
3,1325.234,-63.744,1325.234,-63.744,Parallel_RC,3000.0,47.0
4,1139.235,-67.608,1139.235,-67.608,Parallel_RC,3000.0,47.0
5,992.69,-69.214,992.69,-69.214,Parallel_RC,3000.0,47.0
6,889.98,-71.692,889.98,-71.692,Parallel_RC,3000.0,47.0
7,794.363,-73.71,794.363,-73.71,Parallel_RC,3000.0,47.0
8,713.799,-74.796,713.799,-74.796,Parallel_RC,3000.0,47.0
9,645.325,-76.728,645.325,-76.728,Parallel_RC,3000.0,47.0
10,562.629,-78.3,562.629,-78.3,Parallel_RC,3000.0,47.0
11,523.814,-78.43,523.814,-78.43,Parallel_RC,3000.0,47.0
12,467.553,-79.178,467.553,-79.178,Parallel_RC,3000.0,47.0
13,414.223,-79.728,414.223,-79.728,Parallel_RC,3000.0,47.0
14,362.631,-80.509,362.631,-80.509,Parallel_RC,3000.0,47.0
0,2350.117,-40.303,2352.708,-40.426,Parallel_RC,3000.0,47.0
1,1892.66,-50.553,1892.416,-50.642,Parallel_RC,3000.0,47.0
2,1580.14,-58.302,1578.652,-57.84,Parallel_RC,3000.0,47.0
3,1309.824,-63.548,1325.218,-63.744,Parallel_RC,3000.0,47.0
4,1131.352,-67.833,1139.228,-67.608,Parallel_RC,3000.0,47.0
5,995.634,-69.942,992.72,-69.214,Parallel_RC,3000.0,47.0
6,892.563,-71.909,889.983,-71.692,Parallel_RC,3000.0,47.0
7,791.626,-73.881,794.361,-73.71,Parallel_RC,3000.0,47.0
8,722.32,-75.284,713.807,-74.797,Parallel_RC,3000.0,47.0
9,649.943,-76.991,645.329,-76.728,Parallel_RC,3000.0,47.0
10,564.65,-78.647,562.631,-78.3,Parallel_RC,3000.0,47.0
11,524.471,-79.113,523.814,-78.44,Parallel_RC,3000.0,47.0
12,465.689,-79.814,467.551,-79.179,Parallel_RC,3000.0,47.0
13,416.958,-80.527,414.225,-79.729,Parallel_RC,3000.0,47.0
14,369.783,-80.969,362.638,-80.509,Parallel_RC,3000.0,47.0
0,2382.296,-40.457,2352.737,-40.426,Parallel_RC,3000.0,47.0
1,1902.937,-50.531,1892.427,-50.642,Parallel_RC,3000.0,47.0
2,1589.7,-57.784,1578.662,-57.84,Parallel_RC,3000.0,47.0
3,1328.99,-63.279,1325.222,-63.744,Parallel_RC,3000.0,47.0
