Index,Magnitude,Phase,AccMagnitude,AccPhase,Label,Value_R,Value_C
0,8017.352,-70.194,8017.352,-70.194,Series_RC,3000.0,22.0
1,5679.273,-59.293,5679.273,-59.293,Series_RC,3000.0,22.0
2,4881.542,-51.35,4881.542,-51.35,Series_RC,3000.0,22.0
3,4401.6,-45.2,4401.6,-45.2,Series_RC,3000.0,22.0
4,4016.808,-39.7,4016.808,-39.7,Series_RC,3000.0,22.0
5,3817.982,-34.711,3817.982,-34.711,Series_RC,3000.0,22.0
6,3660.68,-31.912,3660.68,-31.912,Series_RC,3000.0,22.0
7,3551.607,-28.781,3551.607,-28.781,Series_RC,3000.0,22.0
8,3477.74,-26.69,3477.74,-26.69,Series_RC,3000.0,22.0
9,3382.438,-24.528,3382.438,-24.528,Series_RC,3000.0,22.0
10,3328.74,-21.101,3328.74,-21.101,Series_RC,3000.0,22.0
11,3304.319,-19.757,3304.319,-19.757,Series_RC,3000.0,22.0
12,3259.629,-17.221,3259.629,-17.221,Series_RC,3000.0,22.0
13,3223.791,-14.942,3223.791,-14.942,Series_RC,3000.0,22.0
14,3183.427,-13.554,3183.427,-13.554,Series_RC,3000.0,22.0
0,8125.369,-69.111,8017.46,-70.193,Series_RC,3000.0,22.0
1,5736.43,-61.2,5679.33,-59.295,Series_RC,3000.0,22.0
2,4857.784,-50.883,4881.519,-51.34,Series_RC,3000.0,22.0
3,4288.833,-45.416,4401.487,-45.3,Series_RC,3000.0,22.0
4,3969.883,-39.838,4016.761,-39.701,Series_RC,3000.0,22.0
5,3797.372,-35.515,3817.962,-34.712,Series_RC,3000.0,22.0
6,3663.855,-31.98,3660.72,-31.912,Series_RC,3000.0,22.0
7,3556.62,-29.244,3551.611,-28.782,Series_RC,3000.0,22.0
8,3463.692,-26.583,3477.61,-26.69,Series_RC,3000.0,22.0
9,3389.518,-24.934,3382.445,-24.529,Series_RC,3000.0,22.0
10,3313.21,-21.621,3328.725,-21.101,Series_RC,3000.0,22.0
11,3305.623,-20.143,3304.321,-19.757,Series_RC,3000.0,22.0
12,3239.795,-18.3,3259.609,-17.222,Series_RC,3000.0,22.0
13,3227.5,-15.997,3223.794,-14.943,Series_RC,3000.0,22.0
14,3176.919,-14.743,3183.42,-13.555,Series_RC,3000.0,22.0
0,8063.276,-66.353,8017.505,-70.189,Series_RC,3000.0,22.0
1,5914.194,-56.642,5679.565,-59.292,Series_RC,3000.0,22.0
2,4768.955,-50.955,4881.407,-51.34,Series_RC,3000.0,22.0
3,4280.507,-43.877,4401.366,-45.1,Series_RC,3000.0,22.0
4,3928.171,-38.927,4016.673,-39.7,Series_RC,3000.0,22.0
5,3715.695,-34.961,3817.859,-34.712,Series_RC,3000.0,22.0
6,3559.666,-31.418,3659.972,-31.912,Series_RC,3000.0,22.0
7,3457.34,-28.77,3551.517,-28.781,Series_RC,3000.0,22.0
8,3378.211,-25.541,3476.962,-26.69,Series_RC,3000.0,22.0
9,3338.476,-23.145,3382.401,-24.527,Series_RC,3000.0,22.0
10,3258.62,-20.77,3328.655,-21.1,Series_RC,3000.0,22.0
11,3210.964,-18.505,3304.228,-19.756,Series_RC,3000.0,22.0
12,3172.39,-16.25,3259.522,-17.22,Series_RC,3000.0,22.0
13,3109.86,-14.146,3223.68,-14.942,Series_RC,3000.0,22.0
14,3129.776,-12.386,3183.366,-13.554,Series_RC,3000.0,22.0
0,7837.586,-69.178,8017.325,-70.188,Series_RC,3000.0,22.0
1,6018.519,-59.163,5679.904,-59.292,Series_RC,3000.0,22.0
2,4937.63,-50.52,4881.463,-51.34,Series_RC,3000.0,22.0
3,4317.135,-44.118,4401.282,-45.1,Series_RC,3000.0,22.0
4,3989.571,-39.272,4016.646,-39.699,Series_RC,3000.0,22.0
5,3787.745,-34.662,3817.829,-34.712,Series_RC,3000.0,22.0
