Index,Magnitude,Phase,AccMagnitude,AccPhase,Label,Value_R,Value_C
0,3967.116,-39.116,3967.116,-39.116,Series_RC,3000.0,68.0
1,3457.635,-28.758,3457.635,-28.758,Series_RC,3000.0,68.0
2,3355.873,-22.52,3355.873,-22.52,Series_RC,3000.0,68.0
3,3283.117,-17.926,3283.117,-17.926,Series_RC,3000.0,68.0
4,3204.406,-15.225,3204.406,-15.225,Series_RC,3000.0,68.0
5,3192.656,-12.892,3192.656,-12.892,Series_RC,3000.0,68.0
6,3176.302,-11.691,3176.302,-11.691,Series_RC,3000.0,68.0
7,3168.604,-10.369,3168.604,-10.369,Series_RC,3000.0,68.0
8,3141.143,-9.308,3141.143,-9.308,Series_RC,3000.0,68.0
9,3111.546,-8.606,3111.546,-8.606,Series_RC,3000.0,68.0
10,3128.443,-7.415,3128.443,-7.415,Series_RC,3000.0,68.0
11,3120.48,-6.738,3120.48,-6.738,Series_RC,3000.0,68.0
12,3111.191,-5.885,3111.191,-5.885,Series_RC,3000.0,68.0
13,3129.125,-4.776,3129.125,-4.776,Series_RC,3000.0,68.0
14,3090.978,-4.747,3090.978,-4.747,Series_RC,3000.0,68.0
0,3977.69,-39.592,3967.126,-39.116,Series_RC,3000.0,68.0
1,3487.255,-29.82,3457.665,-28.759,Series_RC,3000.0,68.0
2,3336.682,-21.685,3355.854,-22.52,Series_RC,3000.0,68.0
3,3238.341,-18.412,3283.73,-17.927,Series_RC,3000.0,68.0
4,3200.255,-15.658,3204.402,-15.225,Series_RC,3000.0,68.0
5,3185.362,-13.328,3192.648,-12.892,Series_RC,3000.0,68.0
6,3173.895,-11.831,3176.299,-11.691,Series_RC,3000.0,68.0
7,3157.481,-10.738,3168.593,-10.369,Series_RC,3000.0,68.0
8,3146.58,-9.519,3141.149,-9.308,Series_RC,3000.0,68.0
9,3103.114,-9.64,3111.538,-8.606,Series_RC,3000.0,68.0
10,3119.946,-7.983,3128.435,-7.415,Series_RC,3000.0,68.0
11,3123.379,-7.274,3120.483,-6.738,Series_RC,3000.0,68.0
12,3102.392,-6.552,3111.182,-5.886,Series_RC,3000.0,68.0
13,3106.387,-5.546,3129.102,-4.777,Series_RC,3000.0,68.0
14,3095.642,-5.347,3090.983,-4.747,Series_RC,3000.0,68.0
0,3887.189,-39.57,3967.46,-39.116,Series_RC,3000.0,68.0
1,3485.888,-27.212,3457.693,-28.758,Series_RC,3000.0,68.0
2,3270.78,-21.971,3355.768,-22.52,Series_RC,3000.0,68.0
3,3185.91,-17.785,3282.975,-17.927,Series_RC,3000.0,68.0
4,3134.3,-14.566,3204.332,-15.225,Series_RC,3000.0,68.0
5,3106.532,-12.636,3192.562,-12.892,Series_RC,3000.0,68.0
6,3082.286,-11.34,3176.205,-11.691,Series_RC,3000.0,68.0
7,3073.322,-9.338,3168.498,-10.368,Series_RC,3000.0,68.0
8,3061.266,-8.348,3141.69,-9.307,Series_RC,3000.0,68.0
9,3082.552,-7.265,3111.509,-8.605,Series_RC,3000.0,68.0
10,3054.644,-5.956,3128.361,-7.414,Series_RC,3000.0,68.0
11,3044.16,-5.488,3120.406,-6.737,Series_RC,3000.0,68.0
12,3043.268,-4.173,3111.114,-5.884,Series_RC,3000.0,68.0
13,3031.762,-3.793,3129.5,-4.776,Series_RC,3000.0,68.0
14,3059.774,-2.906,3090.951,-4.745,Series_RC,3000.0,68.0
0,3910.454,-39.235,3966.99,-39.116,Series_RC,3000.0,68.0
1,3489.764,-29.393,3457.725,-28.758,Series_RC,3000.0,68.0
2,3294.326,-22.98,3355.706,-22.53,Series_RC,3000.0,68.0
3,3188.479,-18.501,3282.88,-17.927,Series_RC,3000.0,68.0
4,3147.454,-15.403,3204.275,-15.225,Series_RC,3000.0,68.0
5,3117.998,-13.826,3192.487,-12.893,Series_RC,3000.0,68.0
6,3083.583,-11.989,3176.113,-11.691,Series_RC,3000.0,68.0
7,3087.946,-10.503,3168.418,-10.369,Series_RC,3000.0,68.0
8,3082.341,-9.54,3141.1,-9.308,Series_RC,3000.0,68.0
9,3095.387,-8.658,3111.493,-8.605,Series_RC,3000.0,68.0
10,3062.211,-7.634,3128.295,-7.414,Series_RC,3000.0,68.0
11,3046.165,-7.23,3120.332,-6.737,Series_RC,3000.0,68.0
12,3035.927,-6.356,3111.39,-5.885,Series_RC,3000.0,68.0
13,3028.206,-6.87,3128.904,-4.777,Series_RC,3000.0,68.0
14,3061.344,-5.447,3090.922,-4.746,Series_RC,3000.0,68.0
0,3930.248,-38.521,3966.953,-39.115,Series_RC,3000.0,68.0
1,3574.497,-27.306,3457.842,-28.757,Series_RC,3000.0,68.0
2,3303.839,-19.407,3355.654,-22.5,Series_RC,3000.0,68.0
3,3225.156,-17.308,3282.822,-17.927,Series_RC,3000.0,68.0
4,3216.267,-13.691,3204.287,-15.223,Series_RC,3000.0,68.0
5,3187.364,-11.223,3192.482,-12.891,Series_RC,3000.0,68.0
6,3087.72,-8.75,3176.24,-11.687,Series_RC,3000.0,68.0
7,3241.93,-6.215,3168.49,-10.364,Series_RC,3000.0,68.0
8,3147.212,-5.516,3141.16,-9.304,Series_RC,3000.0,68.0
9,3078.442,-4.284,3111.459,-8.601,Series_RC,3000.0,68.0
10,3172.19,0.759,3128.338,-7.407,Series_RC,3000.0,68.0
11,3108.212,0.267,3120.32,-6.73,Series_RC,3000.0,68.0
12,3135.226,0.173,3111.63,-5.879,Series_RC,3000.0,68.0
13,3106.501,2.223,3128.882,-4.77,Series_RC,3000.0,68.0
14,3024.519,3.56,3090.855,-4.738,Series_RC,3000.0,68.0
0,3935.133,-39.164,3966.921,-39.116,Series_RC,3000.0,68.0
1,3396.47,-28.355,3457.78,-28.756,Series_RC,3000.0,68.0
2,3272.127,-22.544,3355.571,-22.51,Series_RC,3000.0,68.0
3,3199.614,-18.122,3282.739,-17.927,Series_RC,3000.0,68.0
4,3157.457,-14.746,3204.24,-15.223,Series_RC,3000.0,68.0
5,3117.577,-13.439,3192.407,-12.892,Series_RC,3000.0,68.0
6,3093.883,-11.88,3175.942,-11.688,Series_RC,3000.0,68.0
7,3077.87,-10.222,3168.4,-10.364,Series_RC,3000.0,68.0
8,3075.983,-9.302,3140.951,-9.304,Series_RC,3000.0,68.0
9,3094.17,-8.239,3111.442,-8.6,Series_RC,3000.0,68.0
10,3062.359,-7.7,3128.272,-7.407,Series_RC,3000.0,68.0
11,3051.27,-6.733,3120.251,-6.73,Series_RC,3000.0,68.0
12,3045.424,-5.771,3110.997,-5.879,Series_RC,3000.0,68.0
13,3029.32,-5.502,3128.782,-4.771,Series_RC,3000.0,68.0
14,3059.923,-4.884,3090.824,-4.738,Series_RC,3000.0,68.0
0,4028.109,-38.944,3966.982,-39.115,Series_RC,3000.0,68.0
1,3518.256,-28.814,3457.841,-28.756,Series_RC,3000.0,68.0
2,3353.479,-20.716,3355.569,-22.49,Series_RC,3000.0,68.0
3,3187.85,-16.86,3282.644,-17.925,Series_RC,3000.0,68.0
4,3202.558,-13.307,3204.239,-15.221,Series_RC,3000.0,68.0
5,3210.948,-11.329,3192.426,-12.89,Series_RC,3000.0,68.0
6,3187.453,-9.194,3175.954,-11.685,Series_RC,3000.0,68.0
7,3093.522,-8.509,3168.325,-10.362,Series_RC,3000.0,68.0
8,3199.873,-5.92,3141.1,-9.3,Series_RC,3000.0,68.0
9,3084.95,-5.116,3111.416,-8.597,Series_RC,3000.0,68.0
10,3064.669,-3.692,3128.209,-7.403,Series_RC,3000.0,68.0
11,3156.704,-3.317,3120.287,-6.727,Series_RC,3000.0,68.0
12,3076.198,-1.726,3110.963,-5.875,Series_RC,3000.0,68.0
13,3148.219,0.402,3128.802,-4.767,Series_RC,3000.0,68.0
14,3068.634,1.4,3090.802,-4.732,Series_RC,3000.0,68.0
0,3979.645,-39.316,3966.995,-39.116,Series_RC,3000.0,68.0
1,3495.748,-26.956,3457.878,-28.755,Series_RC,3000.0,68.0
2,3372.633,-19.578,3355.586,-22.47,Series_RC,3000.0,68.0
3,3184.724,-16.82,3282.546,-17.923,Series_RC,3000.0,68.0
4,3248.123,-14.795,3204.282,-15.221,Series_RC,3000.0,68.0
5,3285.188,-10.843,3192.519,-12.888,Series_RC,3000.0,68.0
6,3123.363,-7.839,3175.901,-11.681,Series_RC,3000.0,68.0
7,3116.586,-6.6,3168.273,-10.358,Series_RC,3000.0,68.0
8,2931.491,-5.596,3140.801,-9.297,Series_RC,3000.0,68.0
9,3305.56,-4.98,3111.609,-8.592,Series_RC,3000.0,68.0
10,3225.683,-2.117,3128.306,-7.398,Series_RC,3000.0,68.0
11,3080.944,0.81,3120.248,-6.721,Series_RC,3000.0,68.0
12,2977.941,0.493,3110.83,-5.868,Series_RC,3000.0,68.0
13,3237.259,1.728,3128.91,-4.76,Series_RC,3000.0,68.0
14,3022.915,3.978,3090.734,-4.723,Series_RC,3000.0,68.0
0,3895.93,-38.929,3966.923,-39.115,Series_RC,3000.0,68.0
1,3500.704,-29.53,3457.921,-28.755,Series_RC,3000.0,68.0
2,3276.334,-23.165,3355.507,-22.48,Series_RC,3000.0,68.0
3,3223.306,-18.998,3282.487,-17.924,Series_RC,3000.0,68.0
4,3151.865,-15.46,3204.23,-15.221,Series_RC,3000.0,68.0
5,3111.612,-13.597,3192.438,-12.889,Series_RC,3000.0,68.0
6,3081.592,-12.216,3175.807,-11.682,Series_RC,3000.0,68.0
7,3101.137,-10.527,3168.206,-10.358,Series_RC,3000.0,68.0
8,3096.885,-9.8,3140.757,-9.297,Series_RC,3000.0,68.0
9,3107.62,-8.589,3111.605,-8.592,Series_RC,3000.0,68.0
10,3093.679,-7.436,3128.272,-7.398,Series_RC,3000.0,68.0
