Index,Magnitude,Phase,AccMagnitude,AccPhase,Label,Value_R,Value_C
0,776.482,-2.636,776.482,-2.636,Parallel_RC,750.0,10.0
1,782.582,-2.83,782.582,-2.83,Parallel_RC,750.0,10.0
2,774.968,-3.336,774.968,-3.336,Parallel_RC,750.0,10.0
3,766.257,-5.797,766.257,-5.797,Parallel_RC,750.0,10.0
4,770.216,-7.129,770.216,-7.129,Parallel_RC,750.0,10.0
5,769.26,-7.334,769.26,-7.334,Parallel_RC,750.0,10.0
6,769.59,-9.119,769.59,-9.119,Parallel_RC,750.0,10.0
7,764.311,-10.347,764.311,-10.347,Parallel_RC,750.0,10.0
8,758.478,-11.94,758.478,-11.94,Parallel_RC,750.0,10.0
9,740.862,-12.384,740.862,-12.384,Parallel_RC,750.0,10.0
10,740.921,-14.291,740.921,-14.291,Parallel_RC,750.0,10.0
11,740.109,-15.367,740.109,-15.367,Parallel_RC,750.0,10.0
12,739.605,-17.321,739.605,-17.321,Parallel_RC,750.0,10.0
13,725.356,-19.145,725.356,-19.145,Parallel_RC,750.0,10.0
14,701.785,-20.769,701.785,-20.769,Parallel_RC,750.0,10.0
0,778.456,-2.916,776.484,-2.636,Parallel_RC,750.0,10.0
1,778.236,-2.913,782.578,-2.83,Parallel_RC,750.0,10.0
2,774.937,-4.595,774.968,-3.337,Parallel_RC,750.0,10.0
3,775.838,-6.372,766.266,-5.798,Parallel_RC,750.0,10.0
4,774.575,-7.364,770.22,-7.13,Parallel_RC,750.0,10.0
5,772.13,-8.232,769.29,-7.335,Parallel_RC,750.0,10.0
6,772.351,-9.388,769.62,-9.119,Parallel_RC,750.0,10.0
7,768.705,-10.492,764.315,-10.347,Parallel_RC,750.0,10.0
8,763.621,-11.35,758.483,-11.95,Parallel_RC,750.0,10.0
9,752.355,-12.878,740.874,-12.385,Parallel_RC,750.0,10.0
10,752.904,-15.91,740.933,-14.292,Parallel_RC,750.0,10.0
11,744.598,-16.175,740.113,-15.368,Parallel_RC,750.0,10.0
12,733.721,-17.894,739.6,-17.322,Parallel_RC,750.0,10.0
13,723.76,-20.192,725.354,-19.146,Parallel_RC,750.0,10.0
14,712.641,-21.948,701.796,-20.771,Parallel_RC,750.0,10.0
0,768.89,-1.504,776.476,-2.635,Parallel_RC,750.0,10.0
1,775.589,0.414,782.571,-2.828,Parallel_RC,750.0,10.0
2,776.925,0.138,774.97,-3.334,Parallel_RC,750.0,10.0
3,777.42,-2.337,766.277,-5.795,Parallel_RC,750.0,10.0
4,748.53,-3.301,770.198,-7.126,Parallel_RC,750.0,10.0
5,788.644,-5.74,769.49,-7.333,Parallel_RC,750.0,10.0
6,787.82,-4.975,769.81,-9.115,Parallel_RC,750.0,10.0
7,736.448,-5.944,764.287,-10.343,Parallel_RC,750.0,10.0
8,742.436,-6.48,758.467,-11.9,Parallel_RC,750.0,10.0
9,739.439,-4.826,740.872,-12.377,Parallel_RC,750.0,10.0
10,724.209,-10.116,740.916,-14.288,Parallel_RC,750.0,10.0
11,733.659,-10.594,740.107,-15.364,Parallel_RC,750.0,10.0
12,745.993,-6.854,739.606,-17.311,Parallel_RC,750.0,10.0
13,695.759,-6.884,725.324,-19.133,Parallel_RC,750.0,10.0
14,728.444,-9.335,701.822,-20.759,Parallel_RC,750.0,10.0
0,783.256,-3.595,776.483,-2.636,Parallel_RC,750.0,10.0
1,774.489,-4.958,782.563,-2.83,Parallel_RC,750.0,10.0
2,782.85,-5.377,774.977,-3.336,Parallel_RC,750.0,10.0
3,770.754,-6.988,766.282,-5.796,Parallel_RC,750.0,10.0
4,772.176,-8.674,770.2,-7.127,Parallel_RC,750.0,10.0
5,775.81,-9.533,769.55,-7.335,Parallel_RC,750.0,10.0
