Index,Magnitude,Phase,AccMagnitude,AccPhase,Label,Value_R,Value_C
0,1692.651,-88.241,1692.651,-88.241,Capacitor,0.0,100.0
1,1126.687,-87.985,1126.687,-87.985,Capacitor,0.0,100.0
2,839.256,-88.296,839.256,-88.296,Capacitor,0.0,100.0
3,684.232,-88.152,684.232,-88.152,Capacitor,0.0,100.0
4,573.932,-90.113,573.932,-90.113,Capacitor,0.0,100.0
5,480.514,-89.396,480.514,-89.396,Capacitor,0.0,100.0
6,424.962,-90.145,424.962,-90.145,Capacitor,0.0,100.0
7,378.44,-90.212,378.44,-90.212,Capacitor,0.0,100.0
8,344.15,-89.753,344.15,-89.753,Capacitor,0.0,100.0
9,306.452,-90.914,306.452,-90.914,Capacitor,0.0,100.0
10,263.994,-92.966,263.994,-92.966,Capacitor,0.0,100.0
11,247.997,-89.122,247.997,-89.122,Capacitor,0.0,100.0
12,214.632,-91.244,214.632,-91.244,Capacitor,0.0,100.0
13,192.701,-91.302,192.701,-91.302,Capacitor,0.0,100.0
14,169.529,-91.52,169.529,-91.52,Capacitor,0.0,100.0
0,1711.859,-88.432,1692.67,-88.241,Capacitor,0.0,100.0
1,1152.784,-89.306,1126.713,-87.987,Capacitor,0.0,100.0
2,853.218,-88.472,839.27,-88.296,Capacitor,0.0,100.0
3,672.419,-88.642,684.22,-88.152,Capacitor,0.0,100.0
4,578.519,-90.435,573.936,-90.113,Capacitor,0.0,100.0
5,481.539,-89.426,480.515,-89.396,Capacitor,0.0,100.0
6,427.532,-90.546,424.965,-90.145,Capacitor,0.0,100.0
7,376.557,-90.42,378.438,-90.212,Capacitor,0.0,100.0
8,348.318,-90.514,344.19,-89.753,Capacitor,0.0,100.0
9,307.476,-90.919,306.453,-90.914,Capacitor,0.0,100.0
10,263.462,-93.191,263.994,-92.967,Capacitor,0.0,100.0
11,247.996,-90.181,247.997,-89.123,Capacitor,0.0,100.0
12,216.288,-91.759,214.634,-91.245,Capacitor,0.0,100.0
13,193.47,-92.183,192.701,-91.303,Capacitor,0.0,100.0
14,173.298,-91.585,169.533,-91.52,Capacitor,0.0,100.0
0,1716.809,-88.491,1692.694,-88.241,Capacitor,0.0,100.0
1,1164.847,-89.505,1126.751,-87.988,Capacitor,0.0,100.0
2,855.57,-89.478,839.286,-88.297,Capacitor,0.0,100.0
3,684.343,-90.1,684.22,-88.154,Capacitor,0.0,100.0
4,579.635,-91.453,573.942,-90.115,Capacitor,0.0,100.0
5,481.113,-91.389,480.515,-89.398,Capacitor,0.0,100.0
6,436.87,-93.145,424.976,-90.148,Capacitor,0.0,100.0
7,377.945,-92.884,378.437,-90.215,Capacitor,0.0,100.0
8,346.535,-92.907,344.21,-89.757,Capacitor,0.0,100.0
9,308.9,-94.215,306.455,-90.917,Capacitor,0.0,100.0
10,267.711,-96.416,263.998,-92.97,Capacitor,0.0,100.0
11,247.14,-93.942,247.996,-89.128,Capacitor,0.0,100.0
12,220.474,-95.143,214.64,-91.248,Capacitor,0.0,100.0
13,194.597,-96.48,192.703,-91.308,Capacitor,0.0,100.0
14,172.775,-97.129,169.536,-91.58,Capacitor,0.0,100.0
0,1708.817,-88.591,1692.71,-88.242,Capacitor,0.0,100.0
1,1136.137,-89.5,1126.76,-87.989,Capacitor,0.0,100.0
2,848.753,-88.467,839.296,-88.298,Capacitor,0.0,100.0
3,676.131,-87.426,684.212,-88.154,Capacitor,0.0,100.0
4,570.641,-90.256,573.939,-90.115,Capacitor,0.0,100.0
5,479.385,-89.989,480.514,-89.399,Capacitor,0.0,100.0
6,429.86,-90.13,424.981,-90.148,Capacitor,0.0,100.0
7,377.96,-90.288,378.437,-90.215,Capacitor,0.0,100.0
8,345.2,-90.98,344.22,-89.757,Capacitor,0.0,100.0
9,305.929,-91.587,306.455,-90.918,Capacitor,0.0,100.0
10,263.565,-92.501,263.997,-92.97,Capacitor,0.0,100.0
11,247.38,-89.285,247.995,-89.128,Capacitor,0.0,100.0
12,215.821,-91.242,214.641,-91.248,Capacitor,0.0,100.0
13,191.387,-91.561,192.702,-91.309,Capacitor,0.0,100.0
14,168.7,-91.348,169.535,-91.59,Capacitor,0.0,100.0
0,1712.197,-88.156,1692.73,-88.242,Capacitor,0.0,100.0
1,1145.699,-89.25,1126.779,-87.99,Capacitor,0.0,100.0
2,851.983,-88.363,839.309,-88.298,Capacitor,0.0,100.0
3,675.998,-87.42,684.204,-88.153,Capacitor,0.0,100.0
4,571.43,-90.157,573.936,-90.115,Capacitor,0.0,100.0
5,483.111,-89.684,480.517,-89.399,Capacitor,0.0,100.0
6,431.628,-89.624,424.988,-90.148,Capacitor,0.0,100.0
7,378.92,-90.116,378.437,-90.215,Capacitor,0.0,100.0
8,346.915,-89.804,344.25,-89.757,Capacitor,0.0,100.0
9,312.29,-91.18,306.46,-90.918,Capacitor,0.0,100.0
10,263.867,-92.677,263.997,-92.969,Capacitor,0.0,100.0
11,247.576,-89.424,247.995,-89.128,Capacitor,0.0,100.0
12,217.822,-91.679,214.644,-91.249,Capacitor,0.0,100.0
13,194.205,-91.349,192.703,-91.309,Capacitor,0.0,100.0
14,172.83,-90.895,169.538,-91.59,Capacitor,0.0,100.0
0,1710.42,-88.4,1692.748,-88.241,Capacitor,0.0,100.0
1,1141.579,-87.295,1126.794,-87.99,Capacitor,0.0,100.0
2,842.561,-88.449,839.312,-88.298,Capacitor,0.0,100.0
3,674.84,-87.326,684.195,-88.152,Capacitor,0.0,100.0
4,573.589,-90.601,573.936,-90.115,Capacitor,0.0,100.0
5,480.93,-89.361,480.517,-89.399,Capacitor,0.0,100.0
6,428.383,-90.289,424.991,-90.148,Capacitor,0.0,100.0
7,380.104,-90.343,378.439,-90.215,Capacitor,0.0,100.0
8,344.893,-89.577,344.26,-89.757,Capacitor,0.0,100.0
9,310.8,-91.681,306.464,-90.919,Capacitor,0.0,100.0
10,261.529,-93.217,263.994,-92.969,Capacitor,0.0,100.0
11,243.104,-89.154,247.99,-89.128,Capacitor,0.0,100.0
12,213.921,-91.739,214.643,-91.249,Capacitor,0.0,100.0
13,192.254,-92.49,192.703,-91.309,Capacitor,0.0,100.0
14,168.967,-91.346,169.537,-91.59,Capacitor,0.0,100.0
0,1706.53,-88.662,1692.761,-88.242,Capacitor,0.0,100.0
1,1143.96,-88.851,1126.811,-87.99,Capacitor,0.0,100.0
2,847.412,-87.964,839.32,-88.298,Capacitor,0.0,100.0
3,683.272,-87.519,684.194,-88.151,Capacitor,0.0,100.0
4,571.929,-90.161,573.934,-90.115,Capacitor,0.0,100.0
5,482.596,-89.454,480.519,-89.399,Capacitor,0.0,100.0
6,428.778,-89.778,424.995,-90.147,Capacitor,0.0,100.0
7,379.517,-90.123,378.44,-90.215,Capacitor,0.0,100.0
8,348.232,-89.607,344.3,-89.757,Capacitor,0.0,100.0
9,309.333,-90.659,306.467,-90.919,Capacitor,0.0,100.0
10,264.252,-92.456,263.995,-92.969,Capacitor,0.0,100.0
11,247.732,-88.776,247.99,-89.128,Capacitor,0.0,100.0
12,218.617,-90.537,214.647,-91.249,Capacitor,0.0,100.0
13,194.175,-91.717,192.704,-91.31,Capacitor,0.0,100.0
14,171.269,-90.613,169.539,-91.58,Capacitor,0.0,100.0
0,1709.965,-87.913,1692.778,-88.242,Capacitor,0.0,100.0
1,1123.527,-88.343,1126.807,-87.991,Capacitor,0.0,100.0
2,852.968,-88.38,839.334,-88.298,Capacitor,0.0,100.0
3,678.855,-88.501,684.188,-88.152,Capacitor,0.0,100.0
