Index,Magnitude,Phase,AccMagnitude,AccPhase,Label,Value_R,Value_C
0,5632.52,-91.411,5632.52,-91.411,Capacitor,0.0,33.0
1,3706.44,-88.735,3706.44,-88.735,Capacitor,0.0,33.0
2,2851.207,-89.211,2851.207,-89.211,Capacitor,0.0,33.0
3,2303.82,-89.245,2303.82,-89.245,Capacitor,0.0,33.0
4,1911.78,-88.698,1911.78,-88.698,Capacitor,0.0,33.0
5,1644.713,-88.487,1644.713,-88.487,Capacitor,0.0,33.0
6,1452.266,-87.605,1452.266,-87.605,Capacitor,0.0,33.0
7,1282.621,-88.93,1282.621,-88.93,Capacitor,0.0,33.0
8,1155.473,-87.574,1155.473,-87.574,Capacitor,0.0,33.0
9,1039.411,-88.96,1039.411,-88.96,Capacitor,0.0,33.0
10,892.735,-87.188,892.735,-87.188,Capacitor,0.0,33.0
11,831.619,-87.162,831.619,-87.162,Capacitor,0.0,33.0
12,727.413,-86.58,727.413,-86.58,Capacitor,0.0,33.0
13,651.715,-86.287,651.715,-86.287,Capacitor,0.0,33.0
14,579.681,-85.706,579.681,-85.706,Capacitor,0.0,33.0
0,5712.979,-90.499,5632.6,-91.41,Capacitor,0.0,33.0
1,3852.56,-88.97,3706.586,-88.735,Capacitor,0.0,33.0
2,2838.356,-89.148,2851.194,-89.211,Capacitor,0.0,33.0
3,2292.807,-88.667,2303.72,-89.244,Capacitor,0.0,33.0
4,1881.639,-88.58,1911.49,-88.698,Capacitor,0.0,33.0
5,1637.812,-88.767,1644.706,-88.488,Capacitor,0.0,33.0
6,1449.704,-87.921,1452.263,-87.605,Capacitor,0.0,33.0
7,1275.836,-88.286,1282.615,-88.93,Capacitor,0.0,33.0
8,1153.37,-87.939,1155.471,-87.574,Capacitor,0.0,33.0
9,1041.271,-88.18,1039.413,-88.96,Capacitor,0.0,33.0
10,891.513,-87.45,892.734,-87.189,Capacitor,0.0,33.0
11,827.25,-87.257,831.614,-87.162,Capacitor,0.0,33.0
12,720.889,-87.5,727.407,-86.58,Capacitor,0.0,33.0
13,650.887,-86.727,651.714,-86.287,Capacitor,0.0,33.0
14,576.525,-86.543,579.678,-85.707,Capacitor,0.0,33.0
0,5710.68,-89.182,5632.678,-91.408,Capacitor,0.0,33.0
